BoardName;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;Ticker
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);01/12/2018;Innovation;W Kiely III;Member;;Independent Director;Yes;W Kiely III joined this role in 17 May 2012;24343;Yes;88237;MO
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);01/12/2018;Audit;Ginny Shanks;Member;;Independent Director;Yes;Ginny Shanks joined this role in 18 May 2017;24343;Yes;203858;MO
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);01/12/2018;Compensation;Ginny Shanks;Member;;Independent Director;Yes;Ginny Shanks joined this role in 17 May 2018;24343;Yes;203858;MO
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);01/12/2018;Innovation;Ginny Shanks;Member;;Independent Director;Yes;Ginny Shanks joined this role in 18 May 2017;24343;Yes;203858;MO
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);01/12/2018;Executive;Doctor Nabil Sakkab;Member;;Independent Director;Yes;Doctor Nabil Sakkab joined this role in 20 May 2010;24343;Yes;549269;MO
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);01/12/2018;Finance;Doctor Nabil Sakkab;Member;;Independent Director;Yes;Doctor Nabil Sakkab joined this role in 28 Oct 2008;24343;Yes;549269;MO
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);01/12/2018;Innovation;Doctor Nabil Sakkab;Chairman;;Independent Director;Yes;Doctor Nabil Sakkab joined this role in 28 Oct 2008;24343;Yes;549269;MO
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);01/12/2018;Nominating Corporate Governance and Social Responsibility;Doctor Nabil Sakkab;Member;Chairman(1);Independent Director;Yes;Doctor Nabil Sakkab joined this role in 28 Oct 2008;24343;Yes;549269;MO
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);01/12/2018;Executive;Marty Barrington;Chairman;;Chairman/President/CEO;Yes;Marty Barrington departed in 17 May 2018;24343;No;625215;MO
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);01/12/2018;Executive;Howard Willard III;Chairman;;Chairman/CEO;Yes;Howard Willard III joined this role in 17 May 2018;24343;No;625221;MO
CONOCOPHILLIPS COMPANY;01/12/2018;Executive;Harald Norvik;Member;;Lead Independent Director;Yes;Harald Norvik joined this role in 09 May 2012;24355;Yes;25243;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Director Affairs;Harald Norvik;Chairman;;Lead Independent Director;Yes;Harald Norvik joined this role in 16 May 2017;24355;Yes;25243;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Human Resources and Compensation;Harald Norvik;Member;;Lead Independent Director;Yes;Harald Norvik joined this role in 09 May 2012;24355;Yes;25243;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Executive;Robert Niblock;Member;;Independent Director;Yes;Robert Niblock joined this role in 13 May 2014;24355;Yes;34465;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Director Affairs;Robert Niblock;Member;;Independent Director;Yes;Robert Niblock joined this role in 13 May 2014;24355;Yes;34465;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Human Resources and Compensation;Robert Niblock;Chairman;;Independent Director;Yes;Robert Niblock joined this role in 13 May 2014;24355;Yes;34465;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Director Affairs;Chuck Bunch;Member;;Independent Director;Yes;Chuck Bunch joined this role in 16 May 2017;24355;Yes;36116;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Audit and Finance;Chuck Bunch;Member;;Independent Director;Yes;Chuck Bunch departed in 15 May 2018;24355;Yes;36116;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Executive;John Faraci Jr;Member;;Independent Director;Yes;John Faraci Jr joined this role in 10 May 2016;24355;Yes;43286;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Audit and Finance;John Faraci Jr;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;John Faraci Jr joined this role in 10 May 2016;24355;Yes;43286;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Human Resources and Compensation;John Faraci Jr;Member;;Independent Director;Yes;John Faraci Jr joined this role in 16 May 2017;24355;Yes;43286;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Director Affairs;Jeff Joerres;Member;;Independent Director;Yes;Jeff Joerres joined this role in 11 Jul 2018;24355;Yes;52686;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Audit and Finance;Jeff Joerres;Member;;Independent Director;Yes;Jeff Joerres joined this role in 11 Jul 2018;24355;Yes;52686;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Public Policy;Caroline Devine;Member;;Independent Director;Yes;Caroline Devine joined this role in 06 Oct 2017;24355;Yes;274036;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Audit and Finance;Caroline Devine;Member;;Independent Director;Yes;Caroline Devine joined this role in 06 Oct 2017;24355;Yes;274036;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Public Policy;Sharmila Shahani-Mulligan;Member;;Independent Director;Yes;Sharmila Shahani-Mulligan departed in 2018;24355;Yes;341951;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Audit and Finance;Sharmila Shahani-Mulligan;Member;;Independent Director;Yes;Sharmila Shahani-Mulligan joined this role in 12 Jul 2017;24355;Yes;341951;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Human Resources and Compensation;Sharmila Shahani-Mulligan;Member;;Independent Director;Yes;Sharmila Shahani-Mulligan joined this role in 15 May 2018;24355;Yes;341951;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Executive;Ryan Lance;Chairman;;Chairman/CEO;Yes;Ryan Lance joined this role in 09 May 2012;24355;No;486834;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Public Policy;Gay Evans;Member;;Independent Director;Yes;Gay Evans joined this role in 10 May 2016;24355;Yes;1204507;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Audit and Finance;Gay Evans;Member;;Independent Director;Yes;Gay Evans joined this role in 16 May 2017;24355;Yes;1204507;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Executive;Jody Freeman;Member;;Independent Director;Yes;Jody Freeman joined this role in 16 May 2017;24355;Yes;1253092;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Public Policy;Jody Freeman;Chairman;;Independent Director;Yes;Jody Freeman joined this role in 16 May 2017;24355;Yes;1253092;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Director Affairs;Jody Freeman;Member;;Independent Director;Yes;Jody Freeman joined this role in 16 May 2017;24355;Yes;1253092;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Public Policy;Arjun Murti;Member;;Independent Director;Yes;Arjun Murti joined this role in 16 May 2017;24355;Yes;1514401;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Audit and Finance;Arjun Murti;Member;;Independent Director;Yes;Arjun Murti joined this role in 15 Jan 2015;24355;Yes;1514401;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Audit and Finance;Admiral Bill McRaven;Member;;Independent Director;Yes;Admiral Bill McRaven joined this role in 05 Oct 2018;24355;Yes;2092177;COP
CONOCOPHILLIPS COMPANY;01/12/2018;Human Resources and Compensation;Admiral Bill McRaven;Member;;Independent Director;Yes;Admiral Bill McRaven joined this role in 05 Oct 2018;24355;Yes;2092177;COP
PINNACLE WEST CAPITAL CORP;01/12/2018;Corporate Governance;Mike Gallagher;Member;;Independent Director;Yes;Mike Gallagher joined this role in 21 May 2008;24493;Yes;140495;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Nuclear and Operating;Mike Gallagher;Chairman;;Independent Director;Yes;Mike Gallagher joined this role in 19 May 2010;24493;Yes;140495;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Finance;Doctor Roy Herberger Jr;Member;;Independent Director;Yes;Doctor Roy Herberger Jr departed in 16 May 2018;24493;Yes;140499;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Human Resources;Doctor Roy Herberger Jr;Chairman;;Independent Director;Yes;Doctor Roy Herberger Jr departed in 16 May 2018;24493;Yes;140499;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Corporate Governance;Doctor Roy Herberger Jr;Member;;Independent Director;Yes;Doctor Roy Herberger Jr departed in 16 May 2018;24493;Yes;140499;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Audit;Humberto Lopez;Member;;Independent Director;Yes;Humberto Lopez joined this role in Jan 2000;24493;Yes;140503;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Finance;Humberto Lopez;Chairman;;Independent Director;Yes;Humberto Lopez joined this role in 16 May 2012;24493;Yes;140503;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Human Resources;Humberto Lopez;Member;;Independent Director;Yes;Humberto Lopez joined this role in 19 May 2004;24493;Yes;140503;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Finance;Kathy Munro;Member;;Lead Independent Director;Yes;Kathy Munro joined this role in 19 May 2010;24493;Yes;140505;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Human Resources;Kathy Munro;Member;;Lead Independent Director;Yes;Kathy Munro joined this role in 19 May 2010;24493;Yes;140505;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Corporate Governance;Kathy Munro;Chairman;;Lead Independent Director;Yes;Kathy Munro joined this role in 19 May 2004;24493;Yes;140505;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Audit;Bruce Nordstrom;Chairman / Financial Expert;;Independent Director;Yes;Bruce Nordstrom joined this role in 17 May 2006;24493;Yes;140506;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Corporate Governance;Bruce Nordstrom;Member;;Independent Director;Yes;Bruce Nordstrom joined this role in 22 May 2002;24493;Yes;140506;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Nuclear and Operating;Bruce Nordstrom;Member;;Independent Director;Yes;Bruce Nordstrom joined this role in 21 May 2014;24493;Yes;140506;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Audit;Rick Fox;Financial Expert;VP/CFO(1);Independent Director;Yes;Rick Fox joined this role in 20 May 2015;24493;Yes;201613;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Finance;Rick Fox;Member;;Independent Director;Yes;Rick Fox joined this role in 19 Feb 2014;24493;Yes;201613;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Human Resources;Rick Fox;Chairman;;Independent Director;Yes;Rick Fox joined this role in 16 May 2018;24493;Yes;201613;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Finance;Paula Sims;Member;;Independent Director;Yes;Paula Sims joined this role in 20 Oct 2016;24493;Yes;535061;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Nuclear and Operating;Paula Sims;Member;;Independent Director;Yes;Paula Sims joined this role in 20 Oct 2016;24493;Yes;535061;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Audit;Doctor Denis Cortese;Member;;Independent Director;Yes;Doctor Denis Cortese joined this role in 19 May 2010;24493;Yes;988164;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Human Resources;Doctor Denis Cortese;Member;;Independent Director;Yes;Doctor Denis Cortese joined this role in 15 May 2013;24493;Yes;988164;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Nuclear and Operating;Doctor Denis Cortese;Member;;Independent Director;Yes;Doctor Denis Cortese joined this role in 19 May 2010;24493;Yes;988164;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Audit;David Wagener;Member;;Independent Director;Yes;David Wagener joined this role in 21 May 2014;24493;Yes;1074127;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Finance;David Wagener;Member;;Independent Director;Yes;David Wagener joined this role in 19 Feb 2014;24493;Yes;1074127;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Nuclear and Operating;David Wagener;Member;;Independent Director;Yes;David Wagener joined this role in 19 Feb 2014;24493;Yes;1074127;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Audit;Doctor Dale Klein;Member;;Independent Director;Yes;Doctor Dale Klein joined this role in 01 Jun 2010;24493;Yes;1080875;PNW
PINNACLE WEST CAPITAL CORP;01/12/2018;Nuclear and Operating;Doctor Dale Klein;Member;;Independent Director;Yes;Doctor Dale Klein joined this role in 01 Jun 2010;24493;Yes;1080875;PNW
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Frank Risch;Chairman / Financial Expert;;Independent Director;Yes;Frank Risch joined this role in 28 May 2014;24506;Yes;32036;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Frank Risch;Chairman / Financial Expert;;Independent Director;Yes;Frank Risch joined this role in 28 May 2014;24506;Yes;32036;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Frank Risch;Member;;Independent Director;Yes;Frank Risch joined this role in 10 Aug 2005;24506;Yes;32036;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Frank Risch;Member;;Independent Director;Yes;Frank Risch joined this role in 10 Aug 2005;24506;Yes;32036;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Phoebe Wood;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Phoebe Wood;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Phoebe Wood;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Phoebe Wood;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Phoebe Wood;Financial Expert;VP/CFO(2);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Phoebe Wood;Financial Expert;VP/CFO(2);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Phoebe Wood;Member;Vice Chairman/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Phoebe Wood;Member;Vice Chairman/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 23 Jul 2013;24506;Yes;55977;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Ted Buchanan;Member;;Independent Director;Yes;Ted Buchanan joined this role in 15 May 2003;24506;Yes;66102;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Ted Buchanan;Member;;Independent Director;Yes;Ted Buchanan joined this role in 15 May 2003;24506;Yes;66102;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Ted Buchanan;Member;;Independent Director;Yes;Ted Buchanan joined this role in 17 May 2018;24506;Yes;66102;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Ted Buchanan;Member;;Independent Director;Yes;Ted Buchanan joined this role in 17 May 2018;24506;Yes;66102;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Ken Thompson;Chairman;Chairman(1);Lead Independent Director;Yes;Ken Thompson joined this role in 20 May 2015;24506;Yes;220468;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Ken Thompson;Chairman;Chairman(1);Lead Independent Director;Yes;Ken Thompson joined this role in 20 May 2015;24506;Yes;220468;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Ken Thompson;Chairman;President/CEO(1);Lead Independent Director;Yes;Ken Thompson joined this role in 20 May 2015;24506;Yes;220468;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Ken Thompson;Chairman;President/CEO(1);Lead Independent Director;Yes;Ken Thompson joined this role in 20 May 2015;24506;Yes;220468;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Ken Thompson;Member;;Lead Independent Director;Yes;Ken Thompson joined this role in 19 May 2016;24506;Yes;220468;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Ken Thompson;Member;;Lead Independent Director;Yes;Ken Thompson joined this role in 19 May 2016;24506;Yes;220468;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Health Safety and Environment;Phillip Gobe;Member;;Independent Director;Yes;Phillip Gobe joined this role in 2014;24506;Yes;321773;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Health Safety and Environment;Phillip Gobe;Member;;Independent Director;Yes;Phillip Gobe joined this role in 2014;24506;Yes;321773;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Phillip Gobe;Chairman;;Independent Director;Yes;Phillip Gobe joined this role in 17 May 2018;24506;Yes;321773;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Phillip Gobe;Chairman;;Independent Director;Yes;Phillip Gobe joined this role in 17 May 2018;24506;Yes;321773;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Royce Mitchell;Financial Expert;CFO(1);Independent Director;Yes;Royce Mitchell joined this role in 07 Jul 2014;24506;Yes;328626;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Royce Mitchell;Financial Expert;CFO(1);Independent Director;Yes;Royce Mitchell joined this role in 07 Jul 2014;24506;Yes;328626;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Health Safety and Environment;Royce Mitchell;Member;;Independent Director;Yes;Royce Mitchell joined this role in 2014;24506;Yes;328626;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Health Safety and Environment;Royce Mitchell;Member;;Independent Director;Yes;Royce Mitchell joined this role in 2014;24506;Yes;328626;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Andy Cates;Member;Chairman/President(1);Independent Director;Yes;Andy Cates joined this role in 17 Jun 2009;24506;Yes;988831;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Andy Cates;Member;Chairman/President(1);Independent Director;Yes;Andy Cates joined this role in 17 Jun 2009;24506;Yes;988831;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Andy Cates;Member;;Independent Director;Yes;Andy Cates joined this role in 19 May 2016;24506;Yes;988831;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Andy Cates;Member;;Independent Director;Yes;Andy Cates joined this role in 19 May 2016;24506;Yes;988831;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Doctor Larry Grillot;Member;;Independent Director;Yes;Doctor Larry Grillot joined this role in 23 Jul 2013;24506;Yes;1322965;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Doctor Larry Grillot;Member;;Independent Director;Yes;Doctor Larry Grillot joined this role in 23 Jul 2013;24506;Yes;1322965;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Health Safety and Environment;Doctor Larry Grillot;Member;;Independent Director;Yes;Doctor Larry Grillot joined this role in 20 May 2015;24506;Yes;1322965;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Health Safety and Environment;Doctor Larry Grillot;Member;;Independent Director;Yes;Doctor Larry Grillot joined this role in 20 May 2015;24506;Yes;1322965;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Health Safety and Environment;Stacy Methvin;Chairman;;Independent Director;Yes;Stacy Methvin joined this role in 20 May 2015;24506;Yes;1322967;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Health Safety and Environment;Stacy Methvin;Chairman;;Independent Director;Yes;Stacy Methvin joined this role in 20 May 2015;24506;Yes;1322967;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Stacy Methvin;Member;;Independent Director;Yes;Stacy Methvin joined this role in 19 May 2016;24506;Yes;1322967;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Stacy Methvin;Member;;Independent Director;Yes;Stacy Methvin joined this role in 19 May 2016;24506;Yes;1322967;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Health Safety and Environment;Mona Sutphen;Member;;Independent Director;Yes;Mona Sutphen joined this role in 29 Jun 2015;24506;Yes;1467079;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Health Safety and Environment;Mona Sutphen;Member;;Independent Director;Yes;Mona Sutphen joined this role in 29 Jun 2015;24506;Yes;1467079;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Mona Sutphen;Member;;Independent Director;Yes;Mona Sutphen joined this role in 19 May 2016;24506;Yes;1467079;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Leadership Development & Compensation;Mona Sutphen;Member;;Independent Director;Yes;Mona Sutphen joined this role in 19 May 2016;24506;Yes;1467079;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Mike Wortley;Member;;Independent Director;Yes;Mike Wortley joined this role in 29 Jun 2015;24506;Yes;1587299;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Audit;Mike Wortley;Member;;Independent Director;Yes;Mike Wortley joined this role in 29 Jun 2015;24506;Yes;1587299;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Mike Wortley;Member;;Independent Director;Yes;Mike Wortley joined this role in 29 Jun 2015;24506;Yes;1587299;PXD
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);01/12/2018;Nominating and Corporate Governance;Mike Wortley;Member;;Independent Director;Yes;Mike Wortley joined this role in 29 Jun 2015;24506;Yes;1587299;PXD
PITNEY BOWES INC;01/12/2018;Audit;David Shedlarz;Chairman / Financial Expert;CFO(1);Independent Director;Yes;David Shedlarz joined this role in 09 May 2005;24531;Yes;31615;PBI
PITNEY BOWES INC;01/12/2018;Audit;David Shedlarz;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;David Shedlarz joined this role in 09 May 2005;24531;Yes;31615;PBI
PITNEY BOWES INC;01/12/2018;Executive;David Shedlarz;Member;;Independent Director;Yes;David Shedlarz joined this role in 01 Mar 2011;24531;Yes;31615;PBI
PITNEY BOWES INC;01/12/2018;Finance;David Shedlarz;Member;;Independent Director;Yes;David Shedlarz joined this role in 13 May 2002;24531;Yes;31615;PBI
PITNEY BOWES INC;01/12/2018;Audit;Linda Sanford;Member;;Independent Director;Yes;Linda Sanford joined this role in 21 Sep 2015;24531;Yes;32610;PBI
PITNEY BOWES INC;01/12/2018;Executive Compensation;Linda Sanford;Member;;Independent Director;Yes;Linda Sanford joined this role in 21 Sep 2015;24531;Yes;32610;PBI
PITNEY BOWES INC;01/12/2018;Governance;Anne Busquet;Member;;Independent Director;Yes;Anne Busquet joined this role in 14 May 2012;24531;Yes;33674;PBI
PITNEY BOWES INC;01/12/2018;Executive Compensation;Anne Busquet;Member;;Independent Director;Yes;Anne Busquet joined this role in 13 May 2013;24531;Yes;33674;PBI
PITNEY BOWES INC;01/12/2018;Finance;Linda Alvarado;Member;;Independent Director;Yes;Linda Alvarado joined this role in 09 May 2005;24531;Yes;33911;PBI
PITNEY BOWES INC;01/12/2018;Governance;Linda Alvarado;Member;;Independent Director;Yes;Linda Alvarado joined this role in 01 Mar 2011;24531;Yes;33911;PBI
PITNEY BOWES INC;01/12/2018;Executive;Eduardo Menasce;Member;;Independent Director;Outside;Eduardo Menasce joined this role in 14 May 2012;24531;Yes;45526;PBI
PITNEY BOWES INC;01/12/2018;Governance;Eduardo Menasce;Member;;Independent Director;Outside;Eduardo Menasce joined this role in 01 Mar 2011;24531;Yes;45526;PBI
PITNEY BOWES INC;01/12/2018;Executive Compensation;Eduardo Menasce;Chairman;;Independent Director;Outside;Eduardo Menasce joined this role in 19 May 2011;24531;Yes;45526;PBI
PITNEY BOWES INC;01/12/2018;Audit;Michael Roth;Financial Expert;Executive VP/CFO(1);Independent Chairman;Yes;Michael Roth joined this role in 09 May 2005;24531;Yes;48701;PBI
PITNEY BOWES INC;01/12/2018;Executive;Michael Roth;Chairman;;Independent Chairman;Yes;Michael Roth joined this role in 03 Dec 2012;24531;Yes;48701;PBI
PITNEY BOWES INC;01/12/2018;Finance;Michael Roth;Chairman;;Independent Chairman;Yes;Michael Roth joined this role in 09 May 2005;24531;Yes;48701;PBI
PITNEY BOWES INC;01/12/2018;Governance;Bob Dutkowsky;Member;;Independent Director;Yes;Bob Dutkowsky joined this role in 09 Jul 2018;24531;Yes;88632;PBI
PITNEY BOWES INC;01/12/2018;Executive Compensation;Bob Dutkowsky;Member;;Independent Director;Yes;Bob Dutkowsky joined this role in 09 Jul 2018;24531;Yes;88632;PBI
PITNEY BOWES INC;01/12/2018;Audit;Roger Fradin;Member;;Independent Director;Yes;Roger Fradin joined this role in 13 Feb 2012;24531;Yes;106042;PBI
PITNEY BOWES INC;01/12/2018;Finance;Roger Fradin;Member;;Independent Director;Yes;Roger Fradin joined this role in 14 Feb 2012;24531;Yes;106042;PBI
PITNEY BOWES INC;01/12/2018;Audit;Mary Guilfoile;Financial Expert;;Independent Director;Yes;Mary Guilfoile joined this role in 09 Jul 2018;24531;Yes;160075;PBI
PITNEY BOWES INC;01/12/2018;Finance;Mary Guilfoile;Member;;Independent Director;Yes;Mary Guilfoile joined this role in 09 Jul 2018;24531;Yes;160075;PBI
PITNEY BOWES INC;01/12/2018;Governance;Anne Fuchs;Member;;Independent Director;Yes;Anne Fuchs joined this role in 11 May 2015;24531;Yes;180481;PBI
PITNEY BOWES INC;01/12/2018;Executive Compensation;Anne Fuchs;Member;;Independent Director;Yes;Anne Fuchs joined this role in 08 May 2006;24531;Yes;180481;PBI
PITNEY BOWES INC;01/12/2018;Executive;Dave Snow Jr;Member;;Independent Director;Yes;Dave Snow Jr joined this role in 19 May 2011;24531;Yes;206010;PBI
PITNEY BOWES INC;01/12/2018;Governance;Dave Snow Jr;Chairman;;Independent Director;Yes;Dave Snow Jr joined this role in 19 May 2011;24531;Yes;206010;PBI
PITNEY BOWES INC;01/12/2018;Executive Compensation;Dave Snow Jr;Member;;Independent Director;Yes;Dave Snow Jr joined this role in 12 May 2008;24531;Yes;206010;PBI
