BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID
NORTHERN TRUST CORP;NTRS;01/12/2019;Audit;Don Thompson;Financial Expert;;Independent Director;Yes;Don Thompson joined this role in 25 Apr 2017;22509;Yes;534948
NORTHERN TRUST CORP;NTRS;01/12/2019;Audit;Jay Henderson;Financial Expert;;Lead Independent Director;Yes;Jay Henderson joined this role in 17 Apr 2018;22509;Yes;840115
NORTHERN TRUST CORP;NTRS;01/12/2019;Audit;Dean Harrison;Financial Expert;;Independent Director;Yes;Dean Harrison joined this role in 25 Apr 2017;22509;Yes;1000924
NORTHERN TRUST CORP;NTRS;01/12/2019;Audit;Dave Smith Jr;Chairman / Financial Expert;;Independent Director;Yes;Dave Smith Jr joined this role in 2014;22509;Yes;1056353
NORTHERN TRUST CORP;NTRS;01/12/2019;Audit;Marcy Klevorn;Member;;Independent Director;Yes;Marcy Klevorn joined this role in 22 Jan 2019;22509;Yes;1111626
NORTHROP GRUMMAN CORP;NOC;01/12/2019;Audit;Ann Fudge;Member;;Independent Director;Yes;Ann Fudge departed in 15 May 2019;22521;Yes;32333
NORTHROP GRUMMAN CORP;NOC;01/12/2019;Audit;Bill Hernandez;Chairman / Financial Expert;;Independent Director;Yes;Bill Hernandez departed in 15 May 2019;22521;Yes;36120
NORTHROP GRUMMAN CORP;NOC;01/12/2019;Audit;Madeleine Kleiner;Financial Expert;;Independent Director;Yes;Madeleine Kleiner departed in 15 May 2019;22521;Yes;57457
NORTHROP GRUMMAN CORP;NOC;01/12/2019;Audit;Jim Turley;Financial Expert;;Independent Director;Yes;Jim Turley departed in 15 May 2019;22521;Yes;997345
NORTHROP GRUMMAN CORP;NOC;01/12/2019;Audit;General Mark Welsh III;Member;;Independent Director;Yes;General Mark Welsh III departed in 15 May 2019;22521;Yes;1701326
NRG ENERGY INC;NRG;01/12/2019;Audit;Bill Hantke;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Bill Hantke departed in 31 Dec 2019;22626;Yes;204664
NRG ENERGY INC;NRG;01/12/2019;Audit;Anne Schaumburg;Chair/Financial Expert;;Independent Director;Yes;Anne Schaumburg joined this role in 25 Apr 2019;22626;Yes;340990
NRG ENERGY INC;NRG;01/12/2019;Audit;Antonio Carrillo Rule;Financial Expert;;Independent Director;Yes;Antonio Carrillo Rule joined this role in 15 Oct 2019;22626;Yes;896600
NRG ENERGY INC;NRG;01/12/2019;Audit;Matt Carter Jr;Member;;Independent Director;Yes;Matt Carter Jr joined this role in 19 Mar 2018;22626;Yes;1057015
NUCOR CORP;NUE;01/12/2019;Audit;Laurette Koellner;Chairman / Financial Expert;;Independent Director;Yes;Laurette Koellner joined this role in 10 May 2018;22688;Yes;34700
NUCOR CORP;NUE;01/12/2019;Audit;Doctor Victoria Haynes;Member;;Independent Director;Yes;Doctor Victoria Haynes departed in 10 Jul 2019;22688;Yes;66152
NUCOR CORP;NUE;01/12/2019;Audit;Christopher Kearney;Member;;Independent Director;Yes;Christopher Kearney joined this role in 01 Oct 2008;22688;Yes;204387
NUCOR CORP;NUE;01/12/2019;Audit;John Walker;Member;;Lead Independent Director;Yes;John Walker joined this role in 01 Jan 2008;22688;Yes;270784
NUCOR CORP;NUE;01/12/2019;Audit;Patrick Dempsey;Member;;Independent Director;Yes;Patrick Dempsey joined this role in 01 Dec 2016;22688;Yes;487474
NUCOR CORP;NUE;01/12/2019;Audit;General Lloyd Austin III;Member;;Independent Director;Yes;General Lloyd Austin III joined this role in 18 Sep 2017;22688;Yes;1727737
NUCOR CORP;NUE;01/12/2019;Audit;Lt. Gen. Nadja West;Member;;Independent Director;Yes;Lt. Gen. Nadja West joined this role in 05 Sep 2019;22688;Yes;2204462
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2019;Audit;Howard Atkins;Financial Expert;CFO(1);Independent Director;Yes;Howard Atkins departed in 10 May 2019;22899;Yes;33212
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2019;Audit;Howard Atkins;Financial Expert;Executive VP/CFO(3);Independent Director;Yes;Howard Atkins departed in 10 May 2019;22899;Yes;33212
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2019;Audit;Howard Atkins;Financial Expert;Senior Executive VP/CFO(1);Independent Director;Yes;Howard Atkins departed in 10 May 2019;22899;Yes;33212
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2019;Audit;The Hon. Carlos Gutierrez;Financial Expert;;Independent Director;Yes;The Hon. Carlos Gutierrez joined this role in 12 May 2017;22899;Yes;34576
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2019;Audit;Peggy Foran;Financial Expert;;Independent Director;Yes;Peggy Foran joined this role in 10 May 2019;22899;Yes;221397
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2019;Audit;Dick Poladian;Chairman / Financial Expert;;Independent Director;Yes;Dick Poladian joined this role in 03 May 2013;22899;Yes;310266
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2019;Audit;Elisse Walter;Financial Expert;;Independent Director;Yes;Elisse Walter joined this role in 12 May 2017;22899;Yes;1281794
OCCIDENTAL PETROLEUM CORP;OXY;01/12/2019;Audit;Bob Shearer;Member;;Independent Director;Yes;Bob Shearer joined this role in 2019;22899;Yes;1912320
OMNICOM GROUP INC;OMC;01/12/2019;Audit;Gracia Martore;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Gracia Martore joined this role in 13 Jul 2017;23113;Yes;35234
OMNICOM GROUP INC;OMC;01/12/2019;Audit;Doctor Mary Choksi;Chair/Financial Expert;;Independent Director;Yes;Doctor Mary Choksi joined this role in 25 May 2017;23113;Yes;35446
OMNICOM GROUP INC;OMC;01/12/2019;Audit;Professor Doctor Bob Clark;Financial Expert;;Independent Director;Yes;Professor Doctor Bob Clark joined this role in May 2003;23113;Yes;35595
OMNICOM GROUP INC;OMC;01/12/2019;Audit;Debbie Kissire;Financial Expert;;Independent Director;Yes;Debbie Kissire joined this role in 01 Mar 2016;23113;Yes;1000444
OMNICOM GROUP INC;OMC;01/12/2019;Audit;Valerie Williams;Financial Expert;;Independent Director;Yes;Valerie Williams joined this role in 18 Oct 2016;23113;Yes;1804973
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2019;Audit;Doctor Gary Parker;Financial Expert;;Independent Director;Outside;Doctor Gary Parker joined this role in 24 May 2017;23165;Yes;104437
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2019;Audit;Randy Larson;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Randy Larson joined this role in 24 May 2017;23165;Yes;270286
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2019;Audit;Jim Mogg;Financial Expert;;Independent Director;Yes;Jim Mogg joined this role in 24 May 2017;23165;Yes;333761
ONEOK INC (WAI Inc prior to 11/1997);OKE;01/12/2019;Audit;Brian Derksen;Vice Chairman / Financial Expert;;Independent Director;Yes;Brian Derksen joined this role in 24 May 2017;23165;Yes;841481
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2019;Audit;Jay Burchfield;Member;;Lead Independent Director;Yes;Jay Burchfield joined this role in 04 May 2010;23350;Yes;102857
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2019;Audit;Andrea Weiss;Member;;Independent Director;Yes;Andrea Weiss joined this role in 07 May 2019;23350;Yes;140885
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2019;Audit;John Murphy;Member;Executive VP/CFO(1);Independent Director;Outside;John Murphy joined this role in 08 May 2018;23350;Yes;183682
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2019;Audit;Ron Rashkow;Member;;Independent Director;Outside;Ron Rashkow departed in 07 May 2019;23350;Yes;183683
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2019;Audit;Tom Hendrickson;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Tom Hendrickson joined this role in 08 May 2018;23350;Yes;453232
O'REILLY AUTOMOTIVE INC;ORLY;01/12/2019;Audit;Dana Perlman;Member;;Independent Director;Yes;Dana Perlman joined this role in 09 Nov 2017;23350;Yes;1120918
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2019;Audit;Alan Murray;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Alan Murray joined this role in 11 May 2017;23508;Yes;9531
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2019;Audit;Alan Murray;Chairman / Financial Expert;FD(1);Independent Director;Yes;Alan Murray joined this role in 11 May 2017;23508;Yes;9531
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2019;Audit;Peter Hellman;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Peter Hellman joined this role in 11 May 2017;23508;Yes;52297
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2019;Audit;Dennis Williams;Member;;Independent Director;Yes;Dennis Williams joined this role in 12 Jul 2017;23508;Yes;181591
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2019;Audit;Hari Nair;Member;;Independent Director;Yes;Hari Nair joined this role in 26 Sep 2013;23508;Yes;271112
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2019;Audit;John Humphrey;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;John Humphrey joined this role in 10 May 2018;23508;Yes;488040
O-I GLASS INC (Owens-Illinois Inc prior to 12/2019);OI;01/12/2019;Audit;John Humphrey;Financial Expert;VP/CFO(2);Independent Director;Yes;John Humphrey joined this role in 10 May 2018;23508;Yes;488040
PACCAR INC;PCAR;01/12/2019;Audit;Dame Alison Carnwath;Financial Expert;;Independent Director;Yes;Dame Alison Carnwath joined this role in 21 Apr 2015;23563;Yes;2615
PACCAR INC;PCAR;01/12/2019;Audit;Rod McGeary;Chairman / Financial Expert;;Independent Director;Yes;Rod McGeary joined this role in 21 Apr 2015;23563;Yes;90826
PACCAR INC;PCAR;01/12/2019;Audit;Greg Spierkel;Financial Expert;;Independent Director;Yes;Greg Spierkel joined this role in 20 Apr 2011;23563;Yes;206513
PACCAR INC;PCAR;01/12/2019;Audit;Frank Feder;Financial Expert;;Independent Director;Yes;Frank Feder joined this role in 01 May 2018;23563;Yes;793722
PEPSICO INC;PEP;01/12/2019;Audit;Sir George Buckley;Financial Expert;;Independent Director;Yes;Sir George Buckley departed in 01 May 2019;24151;Yes;34358
PEPSICO INC;PEP;01/12/2019;Audit;Bill Johnson;Financial Expert;;Independent Director;Yes;Bill Johnson joined this role in 23 Mar 2015;24151;Yes;35331
PEPSICO INC;PEP;01/12/2019;Audit;Ambassador Richard Fisher;Financial Expert;;Independent Director;Yes;Ambassador Richard Fisher joined this role in 23 Mar 2015;24151;Yes;184024
PEPSICO INC;PEP;01/12/2019;Audit;Alberto Weisser;Chairman / Financial Expert;CFO(2);Independent Director;Yes;Alberto Weisser joined this role in 04 May 2016;24151;Yes;202712
PEPSICO INC;PEP;01/12/2019;Audit;Cesar Conde Jr;Member;;Independent Director;Yes;Cesar Conde Jr joined this role in 04 Mar 2016;24151;Yes;1037955
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2019;Audit;Laurie Brlas;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Laurie Brlas departed in 26 Apr 2019;24205;Yes;183308
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2019;Audit;Donal O'Connor;Chairman / Financial Expert;;Independent Director;Yes;Donal O'Connor joined this role in Jan 2017;24205;Yes;622235
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2019;Audit;Ted Samuels II;Financial Expert;;Independent Director;Yes;Ted Samuels II joined this role in 26 Apr 2019;24205;Yes;1072392
PERRIGO COMPANY PLC (Perrigo Co prior to 12/2013);PRGO;01/12/2019;Audit;Geoff Parker;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Geoff Parker joined this role in 07 Nov 2016;24205;Yes;1078209
PFIZER INC;PFE;01/12/2019;Audit;Ron Blaylock;Financial Expert;;Independent Director;Yes;Ron Blaylock joined this role in 25 Apr 2019;24296;Yes;82177
PFIZER INC;PFE;01/12/2019;Audit;Jim Smith;Financial Expert;;Independent Director;Yes;Jim Smith joined this role in 28 Apr 2016;24296;Yes;337999
PFIZER INC;PFE;01/12/2019;Audit;Doctor Denny Ausiello;Member;;Independent Director;Yes;Doctor Denny Ausiello departed in 25 Apr 2019;24296;Yes;504511
PFIZER INC;PFE;01/12/2019;Audit;Suzanne Johnson;Chair/Financial Expert;;Independent Director;Yes;Suzanne Johnson joined this role in 28 Apr 2016;24296;Yes;541536
PFIZER INC;PFE;01/12/2019;Audit;Joe Echevarria Jr;Financial Expert;;Independent Director;Yes;Joe Echevarria Jr joined this role in 25 Jun 2015;24296;Yes;1258601
PG&E CORP;PCG;01/12/2019;Audit;Forrest Miller;Financial Expert;;Independent Director;Yes;Forrest Miller departed in 09 Apr 2019;24303;Yes;33067
PG&E CORP;PCG;01/12/2019;Audit;Dick Kelly;Financial Expert;CFO(1);Independent Director;Yes;Dick Kelly departed in 22 Apr 2019;24303;Yes;57227
PG&E CORP;PCG;01/12/2019;Audit;Dick Kelly;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Dick Kelly departed in 22 Apr 2019;24303;Yes;57227
PG&E CORP;PCG;01/12/2019;Audit;Dick Kelly;Financial Expert;VP/CFO(1);Independent Director;Yes;Dick Kelly departed in 22 Apr 2019;24303;Yes;57227
PG&E CORP;PCG;01/12/2019;Audit;Doctor Fred Buckman Sr;Member;;Independent Director;Yes;Doctor Fred Buckman Sr departed in 12 Nov 2019;24303;Yes;92862
PG&E CORP;PCG;01/12/2019;Audit;Lewis Chew;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Lewis Chew departed in 09 Apr 2019;24303;Yes;275689
PG&E CORP;PCG;01/12/2019;Audit;Eric Mullins;Financial Expert;;Independent Director;Yes;Eric Mullins joined this role in 20 Sep 2016;24303;Yes;805931
PG&E CORP;PCG;01/12/2019;Audit;Dominique Mielle;Chairman;;Independent Director;Yes;Dominique Mielle joined this role in 10 Apr 2019;24303;Yes;1300369
PG&E CORP;PCG;01/12/2019;Audit;Rich Barrera;Member;;Independent Director;Yes;Rich Barrera joined this role in 10 Apr 2019;24303;Yes;2162525
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2019;Audit;Professor Doctor John Casteen III;Member;;Independent Director;Yes;Professor Doctor John Casteen III joined this role in 20 May 2010;24343;Yes;33642
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2019;Audit;Kathryn McQuade;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Kathryn McQuade joined this role in 18 May 2017;24343;Yes;48591
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2019;Audit;George Muñoz;Chairman / Financial Expert;;Independent Director;Yes;George Muñoz joined this role in 28 Mar 2008;24343;Yes;55401
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2019;Audit;Debra Kelly-Ennis;Member;;Independent Director;Yes;Debra Kelly-Ennis joined this role in 14 May 2014;24343;Yes;64887
ALTRIA GROUP INC (Philip Morris Cos prior to 01/2003);MO;01/12/2019;Audit;Ginny Shanks;Member;;Independent Director;Yes;Ginny Shanks joined this role in 18 May 2017;24343;Yes;203858
PINNACLE WEST CAPITAL CORP;PNW;01/12/2019;Audit;Humberto Lopez;Member;;Independent Director;Yes;Humberto Lopez joined this role in Jan 2000;24493;Yes;140503
PINNACLE WEST CAPITAL CORP;PNW;01/12/2019;Audit;Bruce Nordstrom;Chairman / Financial Expert;;Independent Director;Yes;Bruce Nordstrom joined this role in 17 May 2006;24493;Yes;140506
PINNACLE WEST CAPITAL CORP;PNW;01/12/2019;Audit;Rick Fox;Financial Expert;VP/CFO(1);Independent Director;Yes;Rick Fox joined this role in 20 May 2015;24493;Yes;201613
PINNACLE WEST CAPITAL CORP;PNW;01/12/2019;Audit;Doctor Denis Cortese;Member;;Independent Director;Yes;Doctor Denis Cortese joined this role in 19 May 2010;24493;Yes;988164
PINNACLE WEST CAPITAL CORP;PNW;01/12/2019;Audit;David Wagener;Member;;Independent Director;Yes;David Wagener joined this role in 21 May 2014;24493;Yes;1074127
PINNACLE WEST CAPITAL CORP;PNW;01/12/2019;Audit;Doctor Dale Klein;Member;;Independent Director;Yes;Doctor Dale Klein joined this role in 01 Jun 2010;24493;Yes;1080875
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Frank Risch;Financial Expert;;Independent Director;Yes;Frank Risch joined this role in 16 May 2019;24506;Yes;32036
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Frank Risch;Financial Expert;;Independent Director;Yes;Frank Risch joined this role in 16 May 2019;24506;Yes;32036
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Phoebe Wood;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Phoebe Wood departed in 16 May 2019;24506;Yes;55977
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Phoebe Wood;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Phoebe Wood departed in 16 May 2019;24506;Yes;55977
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Phoebe Wood;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Phoebe Wood departed in 16 May 2019;24506;Yes;55977
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Phoebe Wood;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Phoebe Wood departed in 16 May 2019;24506;Yes;55977
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Phoebe Wood;Financial Expert;VP/CFO(2);Independent Director;Yes;Phoebe Wood departed in 16 May 2019;24506;Yes;55977
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Phoebe Wood;Financial Expert;VP/CFO(2);Independent Director;Yes;Phoebe Wood departed in 16 May 2019;24506;Yes;55977
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Royce Mitchell;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Royce Mitchell joined this role in 16 May 2019;24506;Yes;328626
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Royce Mitchell;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Royce Mitchell joined this role in 16 May 2019;24506;Yes;328626
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Andy Cates;Member;;Independent Director;Yes;Andy Cates joined this role in 16 May 2019;24506;Yes;988831
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Andy Cates;Member;;Independent Director;Yes;Andy Cates joined this role in 16 May 2019;24506;Yes;988831
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Doctor Larry Grillot;Member;;Independent Director;Yes;Doctor Larry Grillot joined this role in 23 Jul 2013;24506;Yes;1322965
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Doctor Larry Grillot;Member;;Independent Director;Yes;Doctor Larry Grillot joined this role in 23 Jul 2013;24506;Yes;1322965
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Mike Wortley;Member;;Independent Director;Yes;Mike Wortley joined this role in 29 Jun 2015;24506;Yes;1587299
PIONEER NATURAL RESOURCES CO (De-listed 05/2024);PXD;01/12/2019;Audit;Mike Wortley;Member;;Independent Director;Yes;Mike Wortley joined this role in 29 Jun 2015;24506;Yes;1587299
PITNEY BOWES INC;PBI;01/12/2019;Audit;David Shedlarz;Chairman / Financial Expert;CFO(1);Independent Director;Yes;David Shedlarz joined this role in 09 May 2005;24531;Yes;31615
PITNEY BOWES INC;PBI;01/12/2019;Audit;David Shedlarz;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;David Shedlarz joined this role in 09 May 2005;24531;Yes;31615
PITNEY BOWES INC;PBI;01/12/2019;Audit;Linda Sanford;Member;;Independent Director;Yes;Linda Sanford joined this role in 21 Sep 2015;24531;Yes;32610
PITNEY BOWES INC;PBI;01/12/2019;Audit;Michael Roth;Financial Expert;Executive VP/CFO(1);Independent Chairman;Yes;Michael Roth joined this role in 09 May 2005;24531;Yes;48701
PITNEY BOWES INC;PBI;01/12/2019;Audit;Roger Fradin;Member;;Independent Director;Yes;Roger Fradin departed in 28 Oct 2019;24531;Yes;106042
PITNEY BOWES INC;PBI;01/12/2019;Audit;Mary Guilfoile;Financial Expert;;Independent Director;Yes;Mary Guilfoile joined this role in 09 Jul 2018;24531;Yes;160075
PITNEY BOWES INC;PBI;01/12/2019;Audit;Doug Hutcheson;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Doug Hutcheson joined this role in 09 Jul 2012;24531;Yes;510934
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2019;Audit;Don Shepard;Member;;Presiding Lead Independent Director;Yes;Don Shepard departed in 23 Apr 2019;24669;Yes;16893
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2019;Audit;Rick Kelson;Chairman / Financial Expert;Executive VP/CFO(3);Independent Director;Outside;Rick Kelson joined this role in 28 Apr 2015;24669;Yes;37581
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2019;Audit;Debra Cafaro;Financial Expert;;Independent Director;Yes;Debra Cafaro joined this role in 23 Apr 2019;24669;Yes;180625
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2019;Audit;Rich Harshman;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Rich Harshman joined this role in 23 Apr 2019;24669;Yes;206428
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2019;Audit;Rich Harshman;Financial Expert;VP/CFO(1);Independent Director;Yes;Rich Harshman joined this role in 23 Apr 2019;24669;Yes;206428
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2019;Audit;Joe Alvarado;Financial Expert;;Independent Director;Yes;Joe Alvarado joined this role in 23 Apr 2019;24669;Yes;326320
PNC FINANCIAL SERVICES GROUP INC;PNC;01/12/2019;Audit;Marty Pfinsgraff;Financial Expert;;Independent Director;Yes;Marty Pfinsgraff joined this role in 23 Apr 2019;24669;Yes;1334503
POLYMET MINING CORP (De-listed 11/2023);POM;01/12/2019;Audit;Walter Forrest;Financial Expert;;Independent Chairman;Yes;Walter Forrest joined this role in 09 Jul 2013;24744;Yes;320679
POLYMET MINING CORP (De-listed 11/2023);POM;01/12/2019;Audit;Doctor David Dreisinger;Member;;Independent Director;Yes;Doctor David Dreisinger joined this role in 09 Jul 2013;24744;Yes;531069
POLYMET MINING CORP (De-listed 11/2023);POM;01/12/2019;Audit;Mike Sill;Chairman;;Independent Director;Yes;Mike Sill joined this role in 09 Jul 2013;24744;Yes;1111639
POLYMET MINING CORP (De-listed 11/2023);POM;01/12/2019;Audit;Helen Harper;Ex-Officio;;Director - SD;Yes;Helen Harper joined this role in 13 Jul 2016;24744;Yes;1726685
PPG INDUSTRIES INC;PPG;01/12/2019;Audit;Doctor Victoria Haynes;Financial Expert;;Independent Director;Yes;Doctor Victoria Haynes joined this role in 15 Apr 2010;24887;Yes;66152
PPG INDUSTRIES INC;PPG;01/12/2019;Audit;Professor Doctor Martin Richenhagen;Chairman / Financial Expert;;Independent Director;Yes;Professor Doctor Martin Richenhagen joined this role in 21 Apr 2016;24887;Yes;183922
PPG INDUSTRIES INC;PPG;01/12/2019;Audit;Mike Lamach;Financial Expert;;Independent Director;Yes;Mike Lamach joined this role in 16 Apr 2015;24887;Yes;336406
PPG INDUSTRIES INC;PPG;01/12/2019;Audit;Doctor Gary Heminger;Financial Expert;;Independent Director;Yes;Doctor Gary Heminger joined this role in 20 Jul 2017;24887;Yes;483835
PPG INDUSTRIES INC;PPG;01/12/2019;Audit;Cathy Smith;Financial Expert;Executive VP/CFO(6);Independent Director;Yes;Cathy Smith joined this role in 18 Apr 2019;24887;Yes;500918
PPG INDUSTRIES INC;PPG;01/12/2019;Audit;Melanie Healey;Financial Expert;;Independent Director;Yes;Melanie Healey joined this role in 21 Jul 2016;24887;Yes;549246
PPL CORP;PPL;01/12/2019;Audit;Steve Elliott;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Steve Elliott joined this role in 18 May 2011;24890;Yes;36633
PPL CORP;PPL;01/12/2019;Audit;Steve Elliott;Chairman / Financial Expert;Vice Chairman/CFO(2);Independent Director;Yes;Steve Elliott joined this role in 18 May 2011;24890;Yes;36633
PPL CORP;PPL;01/12/2019;Audit;Phoebe Wood;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 14 May 2019;24890;Yes;55977
PPL CORP;PPL;01/12/2019;Audit;Phoebe Wood;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 14 May 2019;24890;Yes;55977
PPL CORP;PPL;01/12/2019;Audit;Phoebe Wood;Financial Expert;VP/CFO(2);Independent Director;Yes;Phoebe Wood joined this role in 14 May 2019;24890;Yes;55977
PPL CORP;PPL;01/12/2019;Audit;Craig Rogerson;Financial Expert;;Independent Director;Yes;Craig Rogerson departed in 14 May 2019;24890;Yes;160131
PPL CORP;PPL;01/12/2019;Audit;Armando Zagalo de Lima;Financial Expert;;Independent Director;Yes;Armando Zagalo de Lima joined this role in 17 May 2017;24890;Yes;205501
PPL CORP;PPL;01/12/2019;Audit;Keith Williamson;Financial Expert;;Independent Director;Yes;Keith Williamson joined this role in 17 May 2017;24890;Yes;342066
PPL CORP;PPL;01/12/2019;Audit;Rod Adkins;Member;;Independent Director;Yes;Rod Adkins departed in 14 May 2019;24890;Yes;536134
PPL CORP;PPL;01/12/2019;Audit;Raja Madabhushi;Financial Expert;;Independent Director;Yes;Raja Madabhushi departed in 14 May 2019;24890;Yes;883672
T ROWE PRICE GROUP INC;TROW;01/12/2019;Audit;Dina Dublon;Financial Expert;CFO(1);Independent Director;Yes;Dina Dublon joined this role in 12 Jun 2019;25020;Yes;33558
T ROWE PRICE GROUP INC;TROW;01/12/2019;Audit;Dina Dublon;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Dina Dublon joined this role in 12 Jun 2019;25020;Yes;33558
T ROWE PRICE GROUP INC;TROW;01/12/2019;Audit;Sandra Wijnberg;Financial Expert;;Independent Director;Yes;Sandra Wijnberg joined this role in 26 Oct 2016;25020;Yes;34371
T ROWE PRICE GROUP INC;TROW;01/12/2019;Audit;Doctor Freeman Hrabowski III;Member;;Independent Director;Yes;Doctor Freeman Hrabowski III joined this role in 23 Apr 2013;25020;Yes;57667
T ROWE PRICE GROUP INC;TROW;01/12/2019;Audit;Rob MacLellan;Financial Expert;;Independent Director;Yes;Rob MacLellan joined this role in 23 Apr 2013;25020;Yes;517364
T ROWE PRICE GROUP INC;TROW;01/12/2019;Audit;Mark Bartlett;Chairman / Financial Expert;;Independent Director;Yes;Mark Bartlett joined this role in 11 Dec 2013;25020;Yes;1206739
T ROWE PRICE GROUP INC;TROW;01/12/2019;Audit;Ambassador Richard Verma;Member;;Independent Director;Yes;Ambassador Richard Verma joined this role in 26 Apr 2018;25020;Yes;2000606
PRINCIPAL FINANCIAL GROUP INC;PFG;01/12/2019;Audit;Betsy Bernard;Member;;Independent Director;Yes;Betsy Bernard joined this role in 28 Nov 2016;25087;Yes;24652
