BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID
KEYCORP;KEY;01/12/2018;Audit;Richard Hipple;Financial Expert;;Independent Director;Yes;Richard Hipple joined this role in 21 May 2015;17862;Yes;340268
KEYCORP;KEY;01/12/2018;Audit;Kris Manos;Member;;Independent Director;Yes;Kris Manos joined this role in 21 May 2009;17862;Yes;502123
KIMBERLY-CLARK CORP;KMB;01/12/2018;Audit;John Bergstrom;Financial Expert;;Independent Director;Outside;John Bergstrom joined this role in 28 Apr 2005;17913;Yes;35018
KIMBERLY-CLARK CORP;KMB;01/12/2018;Audit;Robert Decherd;Financial Expert;;Independent Director;Yes;Robert Decherd joined this role in 17 Apr 2008;17913;Yes;35020
KIMBERLY-CLARK CORP;KMB;01/12/2018;Audit;Mike White;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Mike White joined this role in 20 Apr 2017;17913;Yes;204713
KIMBERLY-CLARK CORP;KMB;01/12/2018;Audit;Mike White;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Mike White joined this role in 20 Apr 2017;17913;Yes;204713
KIMBERLY-CLARK CORP;KMB;01/12/2018;Audit;Sheri McCoy;Financial Expert;;Independent Director;Yes;Sheri McCoy joined this role in 12 Sep 2018;17913;Yes;590653
KIMBERLY-CLARK CORP;KMB;01/12/2018;Audit;Christa Quarles;Financial Expert;CFO(2);Independent Director;Yes;Christa Quarles joined this role in 15 Jun 2016;17913;Yes;1640378
KIMCO REALTY CORP;KIM;01/12/2018;Audit;Richard Dooley;Financial Expert;;Lead Independent Director;Yes;Richard Dooley joined this role in Jan 2000;17915;Yes;142113
KIMCO REALTY CORP;KIM;01/12/2018;Audit;Joe Grills;Financial Expert;;Independent Director;Yes;Joe Grills joined this role in Jan 2000;17915;Yes;142176
KIMCO REALTY CORP;KIM;01/12/2018;Audit;Frank Lourenso;Financial Expert;;Independent Director;Yes;Frank Lourenso joined this role in 30 Apr 2013;17915;Yes;142182
KIMCO REALTY CORP;KIM;01/12/2018;Audit;Philip Coviello Jr;Chairman / Financial Expert;;Independent Director;Yes;Philip Coviello Jr joined this role in 11 Nov 2014;17915;Yes;340907
KIMCO REALTY CORP;KIM;01/12/2018;Audit;Mary Preusse;Financial Expert;;Independent Director;Yes;Mary Preusse joined this role in 01 Feb 2017;17915;Yes;1634640
KIMCO REALTY CORP;KIM;01/12/2018;Audit;Valerie Richardson;Financial Expert;;Independent Director;Yes;Valerie Richardson joined this role in 04 Jun 2018;17915;Yes;2021570
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Kerrii Anderson;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Kerrii Anderson joined this role in 07 May 2008;18319;Yes;65917
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Peter Neupert;Financial Expert;;Independent Director;Yes;Peter Neupert joined this role in 11 May 2016;18319;Yes;201622
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Peter Neupert;Financial Expert;;Independent Director;Yes;Peter Neupert joined this role in 11 May 2016;18319;Yes;201622
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Peter Neupert;Financial Expert;;Independent Director;Yes;Peter Neupert joined this role in 11 May 2016;18319;Yes;201622
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Peter Neupert;Financial Expert;;Independent Director;Yes;Peter Neupert joined this role in 11 May 2016;18319;Yes;201622
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Doctor Sandy Williams;Member;;Independent Director;Yes;Doctor Sandy Williams joined this role in 2011;18319;Yes;500017
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Doctor Sandy Williams;Member;;Independent Director;Yes;Doctor Sandy Williams joined this role in 2011;18319;Yes;500017
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Doctor Sandy Williams;Member;;Independent Director;Yes;Doctor Sandy Williams joined this role in 2011;18319;Yes;500017
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Doctor Sandy Williams;Member;;Independent Director;Yes;Doctor Sandy Williams joined this role in 2011;18319;Yes;500017
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Doctor Dwight Gilliland;Member;;Independent Director;Yes;Doctor Dwight Gilliland joined this role in 14 May 2014;18319;Yes;882150
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Doctor Dwight Gilliland;Member;;Independent Director;Yes;Doctor Dwight Gilliland joined this role in 14 May 2014;18319;Yes;882150
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Doctor Dwight Gilliland;Member;;Independent Director;Yes;Doctor Dwight Gilliland joined this role in 14 May 2014;18319;Yes;882150
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Doctor Dwight Gilliland;Member;;Independent Director;Yes;Doctor Dwight Gilliland joined this role in 14 May 2014;18319;Yes;882150
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Richelle Parham;Member;;Independent Director;Yes;Richelle Parham joined this role in 08 Feb 2016;18319;Yes;1090488
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);;01/12/2018;Audit;Richelle Parham;Member;;Independent Director;Yes;Richelle Parham joined this role in 08 Feb 2016;18319;Yes;1090488
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Richelle Parham;Member;;Independent Director;Yes;Richelle Parham joined this role in 08 Feb 2016;18319;Yes;1090488
LABCORP HOLDINGS INC (Laboratory Corporation of America Holdings (Labcorp) prior to 05/2024);LH;01/12/2018;Audit;Richelle Parham;Member;;Independent Director;Yes;Richelle Parham joined this role in 08 Feb 2016;18319;Yes;1090488
LEGGETT & PLATT INC;LEG;01/12/2018;Audit;Phoebe Wood;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 17 May 2016;18648;Yes;55977
LEGGETT & PLATT INC;LEG;01/12/2018;Audit;Phoebe Wood;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Phoebe Wood joined this role in 17 May 2016;18648;Yes;55977
LEGGETT & PLATT INC;LEG;01/12/2018;Audit;Phoebe Wood;Financial Expert;VP/CFO(2);Independent Director;Yes;Phoebe Wood joined this role in 17 May 2016;18648;Yes;55977
LEGGETT & PLATT INC;LEG;01/12/2018;Audit;Robert Enloe III;Member;;Independent Chairman;Yes;Robert Enloe III joined this role in 17 May 2016;18648;Yes;63227
LEGGETT & PLATT INC;LEG;01/12/2018;Audit;Judy Odom;Chairman / Financial Expert;;Independent Director;Yes;Judy Odom joined this role in 09 May 2007;18648;Yes;63257
LEGGETT & PLATT INC;LEG;01/12/2018;Audit;Robert Culp III;Financial Expert;;Independent Director;Yes;Robert Culp III died on 08 Dec 2018;18648;Yes;272774
LEGGETT & PLATT INC;LEG;01/12/2018;Audit;Joe McClanathan;Financial Expert;;Independent Director;Yes;Joe McClanathan joined this role in 08 May 2008;18648;Yes;326742
LEGGETT & PLATT INC;LEG;01/12/2018;Audit;Bob Brunner;Financial Expert;;Independent Director;Yes;Bob Brunner joined this role in 07 May 2009;18648;Yes;534197
LEGGETT & PLATT INC;LEG;01/12/2018;Audit;Doctor Srikanth Padmanabhan;Member;;Independent Director;Yes;Doctor Srikanth Padmanabhan joined this role in 03 Aug 2018;18648;Yes;597545
ELI LILLY & CO;LLY;01/12/2018;Audit;Kathi Seifert;Member;;Independent Director;Outside;Kathi Seifert joined this role in Jan 1999;18888;Yes;33337
ELI LILLY & CO;LLY;01/12/2018;Audit;Mike Eskew;Chairman / Financial Expert;;Independent Director;Yes;Mike Eskew joined this role in 20 Apr 2009;18888;Yes;33350
ELI LILLY & CO;LLY;01/12/2018;Audit;Jack Tai;Financial Expert;CFO(1);Independent Director;Yes;Jack Tai joined this role in 01 Nov 2013;18888;Yes;342499
ELI LILLY & CO;LLY;01/12/2018;Audit;Professor Doctor Kate Baicker;Member;;Independent Director;Yes;Professor Doctor Kate Baicker joined this role in 16 Apr 2012;18888;Yes;1138294
ELI LILLY & CO;LLY;01/12/2018;Audit;Karen Walker;Member;;Independent Director;Yes;Karen Walker joined this role in 01 Dec 2018;18888;Yes;1339966
ELI LILLY & CO;LLY;01/12/2018;Audit;Jamere Jackson;Financial Expert;CFO(3);Independent Director;Yes;Jamere Jackson joined this role in 01 Oct 2016;18888;Yes;1375106
ELI LILLY & CO;LLY;01/12/2018;Audit;Jamere Jackson;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Jamere Jackson joined this role in 01 Oct 2016;18888;Yes;1375106
ELI LILLY & CO;LLY;01/12/2018;Audit;Jamere Jackson;Financial Expert;VP/CFO(1);Independent Director;Yes;Jamere Jackson joined this role in 01 Oct 2016;18888;Yes;1375106
LINCOLN NATIONAL CORP;LNC;01/12/2018;Audit;Gary Kelly;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Gary Kelly joined this role in 23 May 2013;18908;Yes;44881
LINCOLN NATIONAL CORP;LNC;01/12/2018;Audit;George Henderson III;Member;;Independent Director;Yes;George Henderson III joined this role in 03 Apr 2006;18908;Yes;54722
LINCOLN NATIONAL CORP;LNC;01/12/2018;Audit;M Lachman;Chairman;;Independent Director;Outside;M Lachman joined this role in 13 May 2004;18908;Yes;56912
LINCOLN NATIONAL CORP;LNC;01/12/2018;Audit;Isaiah Tidwell;Member;;Independent Director;Yes;Isaiah Tidwell joined this role in 03 Apr 2006;18908;Yes;202694
LINCOLN NATIONAL CORP;LNC;01/12/2018;Audit;Deirdre Connelly;Member;;Independent Director;Yes;Deirdre Connelly joined this role in 10 Aug 2016;18908;Yes;456411
LOCKHEED MARTIN CORP;LMT;01/12/2018;Audit;Dan Akerson;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Dan Akerson joined this role in 24 Apr 2014;19048;Yes;1704
LOCKHEED MARTIN CORP;LMT;01/12/2018;Audit;Tom Falk;Chair/Financial Expert;;Independent Director;Yes;Tom Falk joined this role in 23 Apr 2015;19048;Yes;35016
LOCKHEED MARTIN CORP;LMT;01/12/2018;Audit;Ilene Gordon;Financial Expert;;Independent Director;Yes;Ilene Gordon joined this role in 23 Jun 2016;19048;Yes;81632
LOCKHEED MARTIN CORP;LMT;01/12/2018;Audit;Dave Burritt;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Dave Burritt joined this role in 23 Apr 2015;19048;Yes;204183
LOCKHEED MARTIN CORP;LMT;01/12/2018;Audit;Dave Burritt;Financial Expert;VP/CFO(1);Independent Director;Yes;Dave Burritt joined this role in 23 Apr 2015;19048;Yes;204183
LOCKHEED MARTIN CORP;LMT;01/12/2018;Audit;Admiral Jim Ellis Jr;Member;;Independent Director;Yes;Admiral Jim Ellis Jr departed in 26 Apr 2018;19048;Yes;310341
LOEWS CORP;L;01/12/2018;Audit;Phil Laskawy;Financial Expert;;Independent Director;Yes;Phil Laskawy joined this role in Jan 2003;19065;Yes;31805
LOEWS CORP;L;01/12/2018;Audit;Paul Fribourg;Member;;Lead Independent Director;Yes;Paul Fribourg joined this role in 10 May 2005;19065;Yes;33536
LOEWS CORP;L;01/12/2018;Audit;Professor Doctor Joseph Bower;Member;;Independent Director;Yes;Professor Doctor Joseph Bower joined this role in 13 May 2008;19065;Yes;36777
LOEWS CORP;L;01/12/2018;Audit;Walter Harris;Chair;;Independent Director;Yes;Walter Harris joined this role in 10 May 2005;19065;Yes;55886
LOEWS CORP;L;01/12/2018;Audit;Charles Diker;Member;;Independent Director;Outside;Charles Diker joined this role in 19 Aug 2003;19065;Yes;160105
LOEWS CORP;L;01/12/2018;Audit;Doctor Larry Bacow;Member;;Independent Director;Yes;Doctor Larry Bacow departed in 08 May 2018;19065;Yes;180027
LOEWS CORP;L;01/12/2018;Audit;Ann Berman;Financial Expert;VP/CFO(1);Independent Director;Yes;Ann Berman joined this role in 10 Jan 2006;19065;Yes;453886
M&T BANK CORP;MTB;01/12/2018;Audit;C Bontempo;Chairman / Financial Expert;;Independent Director;Yes;C Bontempo joined this role in 15 Jan 2013;19327;Yes;46256
M&T BANK CORP;MTB;01/12/2018;Audit;Herb Washington;Member;;Independent Director;Yes;Herb Washington joined this role in 15 Jan 2013;19327;Yes;46641
M&T BANK CORP;MTB;01/12/2018;Audit;Denis Salamone;Member;;Independent Director;Yes;Denis Salamone joined this role in 18 Apr 2017;19327;Yes;59571
M&T BANK CORP;MTB;01/12/2018;Audit;Rich Grossi;Financial Expert;;Independent Director;Yes;Rich Grossi joined this role in 18 Apr 2017;19327;Yes;1623144
M&T BANK CORP;MTB;01/12/2018;Audit;David Scharfstein;Member;;Independent Director;Yes;David Scharfstein joined this role in 18 Apr 2017;19327;Yes;1874257
MARRIOTT INTERNATIONAL INC;MAR;01/12/2018;Audit;Aylwin Lewis;Financial Expert;;Independent Director;Yes;Aylwin Lewis joined this role in 23 Sep 2016;19706;Yes;46421
MARRIOTT INTERNATIONAL INC;MAR;01/12/2018;Audit;George Muñoz;Financial Expert;;Independent Director;Yes;George Muñoz joined this role in 23 Sep 2016;19706;Yes;55401
MARRIOTT INTERNATIONAL INC;MAR;01/12/2018;Audit;Bruce Duncan;Financial Expert;;Independent Director;Yes;Bruce Duncan joined this role in 04 May 2018;19706;Yes;58687
MARRIOTT INTERNATIONAL INC;MAR;01/12/2018;Audit;The Hon. Mary Bush;Financial Expert;;Independent Director;Yes;The Hon. Mary Bush joined this role in 02 May 2008;19706;Yes;60842
MARRIOTT INTERNATIONAL INC;MAR;01/12/2018;Audit;Fritz Henderson;Chairman / Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Fritz Henderson joined this role in 09 May 2014;19706;Yes;447703
MARSH & MCLENNAN COMPANIES INC;MMC;01/12/2018;Audit;Marc Oken;Financial Expert;CFO(2);Independent Director;Yes;Marc Oken joined this role in 18 May 2017;19713;Yes;33202
MARSH & MCLENNAN COMPANIES INC;MMC;01/12/2018;Audit;Bruce Nolop;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Bruce Nolop joined this role in 18 May 2017;19713;Yes;49251
MARSH & MCLENNAN COMPANIES INC;MMC;01/12/2018;Audit;Bruce Nolop;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Bruce Nolop joined this role in 18 May 2017;19713;Yes;49251
MARSH & MCLENNAN COMPANIES INC;MMC;01/12/2018;Audit;Lloyd Yates;Financial Expert;;Independent Director;Yes;Lloyd Yates joined this role in 18 May 2011;19713;Yes;486687
MARSH & MCLENNAN COMPANIES INC;MMC;01/12/2018;Audit;Marie-Elaine La Roche;Member;;Independent Director;Yes;Marie-Elaine La Roche joined this role in 18 Jan 2012;19713;Yes;644240
MARSH & MCLENNAN COMPANIES INC;MMC;01/12/2018;Audit;Tony Anderson;Financial Expert;;Independent Director;Yes;Tony Anderson joined this role in 21 Sep 2016;19713;Yes;994959
MASCO CORP;MAS;01/12/2018;Audit;Lisa Payne;Chairman / Financial Expert;Vice Chairman/CFO(2);Independent Director;Yes;Lisa Payne joined this role in May 2015;19758;Yes;183221
MASCO CORP;MAS;01/12/2018;Audit;Reginald Turner Jr;Member;;Independent Director;Yes;Reginald Turner Jr joined this role in 01 Mar 2015;19758;Yes;310430
MASCO CORP;MAS;01/12/2018;Audit;Don Parfet;Financial Expert;;Independent Director;Yes;Don Parfet joined this role in 04 Dec 2012;19758;Yes;320306
MASCO CORP;MAS;01/12/2018;Audit;John Plant;Financial Expert;;Independent Director;Yes;John Plant joined this role in 08 May 2012;19758;Yes;335115
MASCO CORP;MAS;01/12/2018;Audit;Mark Alexander;Financial Expert;;Independent Director;Yes;Mark Alexander joined this role in 21 Oct 2014;19758;Yes;751983
MASCO CORP;MAS;01/12/2018;Audit;Chris O'Herlihy;Financial Expert;;Independent Director;Yes;Chris O'Herlihy joined this role in 17 Dec 2013;19758;Yes;1091650
MASCO CORP;MAS;01/12/2018;Audit;Marie Ffolkes;Financial Expert;;Independent Director;Yes;Marie Ffolkes joined this role in 01 Sep 2017;19758;Yes;1117467
MASCO CORP;MAS;01/12/2018;Audit;Chuck Stevens III;Financial Expert;CFO(2);Independent Director;Yes;Chuck Stevens III joined this role in 01 Feb 2018;19758;Yes;1365670
MASCO CORP;MAS;01/12/2018;Audit;Chuck Stevens III;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Chuck Stevens III joined this role in 01 Feb 2018;19758;Yes;1365670
MATTEL INC;MAT;01/12/2018;Audit;Roger Lynch;Financial Expert;;Independent Director;Yes;Roger Lynch joined this role in 26 Sep 2018;19820;Yes;8391
MATTEL INC;MAT;01/12/2018;Audit;Vasant Prabhu;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Vasant Prabhu joined this role in 25 Jan 2015;19820;Yes;25161
MATTEL INC;MAT;01/12/2018;Audit;Vasant Prabhu;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Vasant Prabhu joined this role in 25 Jan 2015;19820;Yes;25161
MATTEL INC;MAT;01/12/2018;Audit;Vasant Prabhu;Chairman / Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Vasant Prabhu joined this role in 25 Jan 2015;19820;Yes;25161
MATTEL INC;MAT;01/12/2018;Audit;Professor Doctor Kathy White Loyd;Member;;Independent Director;Yes;Professor Doctor Kathy White Loyd departed in 17 May 2018;19820;Yes;34537
MATTEL INC;MAT;01/12/2018;Audit;Dominic Ng;Financial Expert;;Independent Director;Yes;Dominic Ng joined this role in 17 Apr 2006;19820;Yes;181006
MATTEL INC;MAT;01/12/2018;Audit;Richard Bradley;Financial Expert;;Independent Director;Yes;Richard Bradley joined this role in 17 May 2018;19820;Yes;455764
METLIFE INC;MET;01/12/2018;Audit;Al Kelly Jr;Financial Expert;;Independent Director;Yes;Al Kelly Jr departed in 12 Jun 2018;20426;Yes;33689
METLIFE INC;MET.PRA;01/12/2018;Audit;Al Kelly Jr;Financial Expert;;Independent Director;Yes;Al Kelly Jr departed in 12 Jun 2018;20426;Yes;33689
METLIFE INC;MET;01/12/2018;Audit;Gerald Hassell;Financial Expert;;Independent Director;Yes;Gerald Hassell joined this role in 19 Feb 2018;20426;Yes;35795
METLIFE INC;MET.PRA;01/12/2018;Audit;Gerald Hassell;Financial Expert;;Independent Director;Yes;Gerald Hassell joined this role in 19 Feb 2018;20426;Yes;35795
METLIFE INC;MET;01/12/2018;Audit;Ned Kelly III;Financial Expert;;Independent Director;Yes;Ned Kelly III joined this role in 24 Feb 2015;20426;Yes;36350
METLIFE INC;MET.PRA;01/12/2018;Audit;Ned Kelly III;Financial Expert;;Independent Director;Yes;Ned Kelly III joined this role in 24 Feb 2015;20426;Yes;36350
METLIFE INC;MET;01/12/2018;Audit;Cathy Kinney;Member;;Independent Director;Yes;Cathy Kinney joined this role in 23 Apr 2013;20426;Yes;42506
METLIFE INC;MET.PRA;01/12/2018;Audit;Cathy Kinney;Member;;Independent Director;Yes;Cathy Kinney joined this role in 23 Apr 2013;20426;Yes;42506
METLIFE INC;MET;01/12/2018;Audit;Cheryl Grisé;Member;;Independent Director;Yes;Cheryl Grisé joined this role in 26 Apr 2011;20426;Yes;91657
METLIFE INC;MET.PRA;01/12/2018;Audit;Cheryl Grisé;Member;;Independent Director;Yes;Cheryl Grisé joined this role in 26 Apr 2011;20426;Yes;91657
METLIFE INC;MET;01/12/2018;Audit;David Herzog;Chairman / Financial Expert;CFO(2);Independent Director;Yes;David Herzog joined this role in 13 Jun 2017;20426;Yes;486803
METLIFE INC;MET.PRA;01/12/2018;Audit;David Herzog;Chairman / Financial Expert;CFO(2);Independent Director;Yes;David Herzog joined this role in 13 Jun 2017;20426;Yes;486803
METLIFE INC;MET;01/12/2018;Audit;David Herzog;Chairman / Financial Expert;Executive VP/CFO(3);Independent Director;Yes;David Herzog joined this role in 13 Jun 2017;20426;Yes;486803
METLIFE INC;MET.PRA;01/12/2018;Audit;David Herzog;Chairman / Financial Expert;Executive VP/CFO(3);Independent Director;Yes;David Herzog joined this role in 13 Jun 2017;20426;Yes;486803
METLIFE INC;MET;01/12/2018;Audit;David Herzog;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;David Herzog joined this role in 13 Jun 2017;20426;Yes;486803
METLIFE INC;MET.PRA;01/12/2018;Audit;David Herzog;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;David Herzog joined this role in 13 Jun 2017;20426;Yes;486803
METLIFE INC;MET;01/12/2018;Audit;Seib McKenzie;Member;;Independent Director;Yes;Seib McKenzie joined this role in 01 Nov 2018;20426;Yes;1124424
METLIFE INC;MET.PRA;01/12/2018;Audit;Seib McKenzie;Member;;Independent Director;Yes;Seib McKenzie joined this role in 01 Nov 2018;20426;Yes;1124424
3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002);MMM;01/12/2018;Audit;Dave Dillon;Chairman / Financial Expert;;Independent Director;Yes;Dave Dillon joined this role in 01 Apr 2017;20777;Yes;35928
3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002);MMM;01/12/2018;Audit;Greg Page;Financial Expert;;Independent Director;Yes;Greg Page joined this role in 01 Feb 2016;20777;Yes;66557
3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002);MMM;01/12/2018;Audit;Tony Brown;Member;;Independent Director;Yes;Tony Brown joined this role in 12 Aug 2013;20777;Yes;605157
3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002);MMM;01/12/2018;Audit;Doctor Dambisa Moyo;Financial Expert;;Independent Director;Yes;Doctor Dambisa Moyo joined this role in 12 Aug 2018;20777;Yes;885046
3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002);MMM;01/12/2018;Audit;Sondra Barbour;Financial Expert;;Independent Director;Yes;Sondra Barbour joined this role in 11 Aug 2014;20777;Yes;1292666
MOODYS CORP;MCO;01/12/2018;Audit;Ewald Kist;Financial Expert;;Independent Director;Yes;Ewald Kist departed in 24 Apr 2018;21071;Yes;15874
MOODYS CORP;MCO;01/12/2018;Audit;Doctor Hank McKinnell Jr;Financial Expert;;Independent Chairman;Yes;Doctor Hank McKinnell Jr joined this role in 23 Jul 2001;21071;Yes;31584
MOODYS CORP;MCO;01/12/2018;Audit;Bruce van Saun;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Bruce van Saun joined this role in 25 Apr 2017;21071;Yes;35815
MOODYS CORP;MCO;01/12/2018;Audit;Bruce van Saun;Financial Expert;GFD(1);Independent Director;Yes;Bruce van Saun joined this role in 25 Apr 2017;21071;Yes;35815
MOODYS CORP;MCO;01/12/2018;Audit;Bruce van Saun;Financial Expert;Group CFO(1);Independent Director;Yes;Bruce van Saun joined this role in 25 Apr 2017;21071;Yes;35815
MOODYS CORP;MCO;01/12/2018;Audit;Bruce van Saun;Financial Expert;Senior Executive VP/CFO(1);Independent Director;Yes;Bruce van Saun joined this role in 25 Apr 2017;21071;Yes;35815
MOODYS CORP;MCO;01/12/2018;Audit;Bruce van Saun;Financial Expert;Vice Chairman/CFO(3);Independent Director;Yes;Bruce van Saun joined this role in 25 Apr 2017;21071;Yes;35815
MOODYS CORP;MCO;01/12/2018;Audit;Basil Anderson;Financial Expert;CFO(1);Independent Director;Yes;Basil Anderson joined this role in 12 Apr 2016;21071;Yes;45576
MOODYS CORP;MCO;01/12/2018;Audit;Basil Anderson;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Basil Anderson joined this role in 12 Apr 2016;21071;Yes;45576
MOODYS CORP;MCO;01/12/2018;Audit;Basil Anderson;Financial Expert;VP/CFO(1);Independent Director;Yes;Basil Anderson joined this role in 12 Apr 2016;21071;Yes;45576
MOODYS CORP;MCO;01/12/2018;Audit;Vincent Forlenza;Financial Expert;;Independent Director;Yes;Vincent Forlenza joined this role in 24 Apr 2018;21071;Yes;48441
MOODYS CORP;MCO;01/12/2018;Audit;Jorge Bermudez;Financial Expert;;Independent Director;Yes;Jorge Bermudez joined this role in 19 Apr 2011;21071;Yes;590655
