BoardName;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;Ticker
LOWE'S COS INC;01/02/2019;Nominating and Governance;Jim Morgan;Member;Vice Chairman(1);Independent Director;Yes;Jim Morgan joined this role in 27 May 2016;19193;Yes;87582;LOW
LOWE'S COS INC;01/02/2019;Audit;Marshall Larsen;Financial Expert;;Independent Director;Yes;Marshall Larsen joined this role in 02 Jun 2017;19193;Yes;89032;LOW
LOWE'S COS INC;01/02/2019;Executive;Marshall Larsen;Member;;Independent Director;Yes;Marshall Larsen departed in May 2018;19193;Yes;89032;LOW
LOWE'S COS INC;01/02/2019;Nominating and Governance;Marshall Larsen;Chairman;Chairman(1);Independent Director;Yes;Marshall Larsen joined this role in 27 May 2016;19193;Yes;89032;LOW
LOWE'S COS INC;01/02/2019;Nominating and Governance;Marshall Larsen;Chairman;Chairman/President/CEO(1);Independent Director;Yes;Marshall Larsen joined this role in 27 May 2016;19193;Yes;89032;LOW
LOWE'S COS INC;01/02/2019;Executive;Eric Wiseman;Member;;Independent Director;Yes;Eric Wiseman departed in May 2018;19193;Yes;206276;LOW
LOWE'S COS INC;01/02/2019;Technology;Eric Wiseman;Member;;Independent Director;Yes;Eric Wiseman joined this role in Nov 2018;19193;Yes;206276;LOW
LOWE'S COS INC;01/02/2019;Sustainability;Eric Wiseman;Member;;Independent Director;Yes;Eric Wiseman joined this role in Nov 2018;19193;Yes;206276;LOW
LOWE'S COS INC;01/02/2019;Public Policy;Eric Wiseman;Member;;Independent Director;Yes;Eric Wiseman departed in Nov 2018;19193;Yes;206276;LOW
LOWE'S COS INC;01/02/2019;Compensation;Eric Wiseman;Chairman;;Independent Director;Yes;Eric Wiseman joined this role in 29 May 2015;19193;Yes;206276;LOW
LOWE'S COS INC;01/02/2019;Audit;Raul Alvarez;Chairman / Financial Expert;;Independent Director;Yes;Raul Alvarez joined this role in 31 May 2013;19193;Yes;333978;LOW
LOWE'S COS INC;01/02/2019;Executive;Raul Alvarez;Member;;Independent Director;Yes;Raul Alvarez departed in May 2018;19193;Yes;333978;LOW
LOWE'S COS INC;01/02/2019;Technology;Raul Alvarez;Member;;Independent Director;Yes;Raul Alvarez joined this role in Nov 2018;19193;Yes;333978;LOW
LOWE'S COS INC;01/02/2019;Sustainability;Raul Alvarez;Member;;Independent Director;Yes;Raul Alvarez joined this role in Nov 2018;19193;Yes;333978;LOW
LOWE'S COS INC;01/02/2019;Public Policy;Raul Alvarez;Member;;Independent Director;Yes;Raul Alvarez departed in Nov 2018;19193;Yes;333978;LOW
LOWE'S COS INC;01/02/2019;Compensation;Sandy Cochran;Member;;Independent Director;Yes;Sandy Cochran joined this role in 29 Jan 2016;19193;Yes;371340;LOW
LOWE'S COS INC;01/02/2019;Executive;Angela Braly;Member;;Independent Director;Yes;Angela Braly departed in May 2018;19193;Yes;487366;LOW
LOWE'S COS INC;01/02/2019;Technology;Angela Braly;Member;;Independent Director;Yes;Angela Braly joined this role in Nov 2018;19193;Yes;487366;LOW
LOWE'S COS INC;01/02/2019;Sustainability;Angela Braly;Chairman;;Independent Director;Yes;Angela Braly joined this role in Nov 2018;19193;Yes;487366;LOW
LOWE'S COS INC;01/02/2019;Public Policy;Angela Braly;Chairman;;Independent Director;Yes;Angela Braly departed in Nov 2018;19193;Yes;487366;LOW
LOWE'S COS INC;01/02/2019;Compensation;Angela Braly;Member;;Independent Director;Yes;Angela Braly joined this role in 02 Jun 2017;19193;Yes;487366;LOW
LOWE'S COS INC;01/02/2019;Audit;Laurie Douglas;Member;;Independent Director;Yes;Laurie Douglas joined this role in 02 Jun 2017;19193;Yes;487925;LOW
LOWE'S COS INC;01/02/2019;Technology;Laurie Douglas;Chairman;;Independent Director;Yes;Laurie Douglas joined this role in Nov 2018;19193;Yes;487925;LOW
LOWE'S COS INC;01/02/2019;Public Policy;Laurie Douglas;Member;;Independent Director;Yes;Laurie Douglas departed in Nov 2018;19193;Yes;487925;LOW
LOWE'S COS INC;01/02/2019;Nominating and Governance;Laurie Douglas;Member;;Independent Director;Yes;Laurie Douglas joined this role in 01 Jun 2018;19193;Yes;487925;LOW
LOWE'S COS INC;01/02/2019;Audit;Lisa Wardell;Financial Expert;;Independent Director;Yes;Lisa Wardell joined this role in 22 Mar 2018;19193;Yes;646662;LOW
LOWE'S COS INC;01/02/2019;Technology;Lisa Wardell;Member;;Independent Director;Yes;Lisa Wardell joined this role in Nov 2018;19193;Yes;646662;LOW
LOWE'S COS INC;01/02/2019;Sustainability;Lisa Wardell;Member;;Independent Director;Yes;Lisa Wardell joined this role in Nov 2018;19193;Yes;646662;LOW
LOWE'S COS INC;01/02/2019;Public Policy;Lisa Wardell;Member;;Independent Director;Yes;Lisa Wardell departed in Nov 2018;19193;Yes;646662;LOW
M&T BANK CORP;01/12/2019;Executive;Brent Baird;Member;;Independent Director;Yes;Brent Baird joined this role in Jan 2000;19327;Yes;46211;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;Brent Baird;Chairman;Chairman(1);Independent Director;Yes;Brent Baird departed in May 2019;19327;Yes;46211;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;Brent Baird;Chairman;Chairman/President(1);Independent Director;Yes;Brent Baird departed in May 2019;19327;Yes;46211;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;Brent Baird;Chairman;President/CEO(2);Independent Director;Yes;Brent Baird departed in May 2019;19327;Yes;46211;MTB
M&T BANK CORP;01/12/2019;Audit;C Bontempo;Chairman / Financial Expert;;Independent Director;Yes;C Bontempo joined this role in 15 Jan 2013;19327;Yes;46256;MTB
M&T BANK CORP;01/12/2019;Executive;Bob Brady;Member;;Lead Independent Vice Chairman;Yes;Bob Brady joined this role in 18 Apr 2017;19327;Yes;46271;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;Bob Brady;Member;Chairman (Executive)(1);Lead Independent Vice Chairman;Yes;Bob Brady joined this role in 20 May 2003;19327;Yes;46271;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;Bob Brady;Member;Chairman(1);Lead Independent Vice Chairman;Yes;Bob Brady joined this role in 20 May 2003;19327;Yes;46271;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;Bob Brady;Member;Chairman/CEO(1);Lead Independent Vice Chairman;Yes;Bob Brady joined this role in 20 May 2003;19327;Yes;46271;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;Bob Brady;Member;Chairman/President/CEO(1);Lead Independent Vice Chairman;Yes;Bob Brady joined this role in 20 May 2003;19327;Yes;46271;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;Bob Brady;Member;Independent Chairman(1);Lead Independent Vice Chairman;Yes;Bob Brady joined this role in 20 May 2003;19327;Yes;46271;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;Bob Brady;Member;President/CEO(1);Lead Independent Vice Chairman;Yes;Bob Brady joined this role in 20 May 2003;19327;Yes;46271;MTB
M&T BANK CORP;01/12/2019;Risk;T Cunningham III;Member;;Independent Director;Yes;T Cunningham III joined this role in 15 Jan 2013;19327;Yes;46316;MTB
M&T BANK CORP;01/12/2019;Executive;Bob Sadler Jr;Chair;;Independent Director;Yes;Bob Sadler Jr joined this role in 20 Dec 2017;19327;Yes;46551;MTB
M&T BANK CORP;01/12/2019;Audit;Herb Washington;Member;;Independent Director;Yes;Herb Washington joined this role in 15 Jan 2013;19327;Yes;46641;MTB
M&T BANK CORP;01/12/2019;Audit;Denis Salamone;Financial Expert;;Independent Director;Yes;Denis Salamone joined this role in 16 Apr 2019;19327;Yes;59571;MTB
M&T BANK CORP;01/12/2019;Risk;Gary Geisel;Member;;Independent Director;Yes;Gary Geisel joined this role in 15 Jan 2013;19327;Yes;200567;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;Gary Geisel;Chairman;Chairman/CEO(2);Independent Director;Yes;Gary Geisel joined this role in May 2019;19327;Yes;200567;MTB
M&T BANK CORP;01/12/2019;Executive;René Jones;Member;;Chairman/CEO;Yes;René Jones joined this role in 20 Dec 2017;19327;No;484476;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;John Scannell;Member;CEO(2);Independent Director;Yes;John Scannell joined this role in May 2019;19327;Yes;511569;MTB
M&T BANK CORP;01/12/2019;Governance Nomination and Compensation;John Scannell;Member;Chairman/CEO(1);Independent Director;Yes;John Scannell joined this role in May 2019;19327;Yes;511569;MTB
M&T BANK CORP;01/12/2019;Risk;Jerry Hawke Jr;Chairman;;Independent Director;Yes;Jerry Hawke Jr joined this role in 15 Jan 2013;19327;Yes;1207443;MTB
M&T BANK CORP;01/12/2019;Audit;Rich Grossi;Financial Expert;;Independent Director;Yes;Rich Grossi joined this role in 18 Apr 2017;19327;Yes;1623144;MTB
M&T BANK CORP;01/12/2019;Audit;David Scharfstein;Member;;Independent Director;Yes;David Scharfstein joined this role in 18 Apr 2017;19327;Yes;1874257;MTB
M&T BANK CORP;01/12/2019;Risk;Rick Ledgett Jr;Member;;Independent Director;Yes;Rick Ledgett Jr joined this role in 16 Apr 2019;19327;Yes;1923798;MTB
MARRIOTT INTERNATIONAL INC;01/12/2019;Executive;Bill Marriott Jr;Chairman;;Chairman (Executive);Yes;Bill Marriott Jr joined this role in Jan 2000;19706;No;24849;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Compensation Policy;Steve Reinemund;Chairman;;Independent Director;Yes;Steve Reinemund joined this role in 05 Feb 2008;19706;Yes;33338;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Executive;Steve Reinemund;Member;;Independent Director;Yes;Steve Reinemund joined this role in 08 May 2015;19706;Yes;33338;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Steve Reinemund;Member;Chairman(1);Independent Director;Yes;Steve Reinemund joined this role in 27 Apr 2007;19706;Yes;33338;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Steve Reinemund;Member;Chairman/CEO(2);Independent Director;Yes;Steve Reinemund joined this role in 27 Apr 2007;19706;Yes;33338;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Steve Reinemund;Member;President/CEO(2);Independent Director;Yes;Steve Reinemund joined this role in 27 Apr 2007;19706;Yes;33338;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Compensation Policy;Eric Hippeau;Member;;Independent Director;Yes;Eric Hippeau joined this role in 23 Sep 2016;19706;Yes;37131;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Executive;Arne Sorenson;Member;;President/CEO;Yes;Arne Sorenson joined this role in 08 May 2015;19706;No;38571;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Excellence;Arne Sorenson;Member;;President/CEO;Yes;Arne Sorenson joined this role in 06 May 2011;19706;No;38571;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Debi Lee;Member;CEO(1);Independent Director;Yes;Debi Lee joined this role in 14 Jun 2004;19706;Yes;39286;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Debi Lee;Member;Chairman/CEO(1);Independent Director;Yes;Debi Lee joined this role in 14 Jun 2004;19706;Yes;39286;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Debi Lee;Member;President/CEO(1);Independent Director;Yes;Debi Lee joined this role in 14 Jun 2004;19706;Yes;39286;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Excellence;Debi Lee;Chairman;;Independent Director;Yes;Debi Lee joined this role in 27 Apr 2007;19706;Yes;39286;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Audit;Aylwin Lewis;Financial Expert;;Independent Director;Yes;Aylwin Lewis joined this role in 23 Sep 2016;19706;Yes;46421;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Compensation Policy;Aylwin Lewis;Member;;Independent Director;Yes;Aylwin Lewis joined this role in 04 May 2018;19706;Yes;46421;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Audit;George Muñoz;Financial Expert;;Independent Director;Yes;George Muñoz joined this role in 23 Sep 2016;19706;Yes;55401;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Excellence;George Muñoz;Member;;Independent Director;Yes;George Muñoz joined this role in 27 Apr 2007;19706;Yes;55401;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Audit;Bruce Duncan;Financial Expert;;Independent Director;Yes;Bruce Duncan joined this role in 04 May 2018;19706;Yes;58687;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Audit;The Hon. Mary Bush;Financial Expert;;Independent Director;Yes;The Hon. Mary Bush joined this role in 02 May 2008;19706;Yes;60842;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Compensation Policy;The Hon. Mary Bush;Member;;Independent Director;Yes;The Hon. Mary Bush joined this role in 02 May 2008;19706;Yes;60842;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Compensation Policy;Ambassador Susan Schwab;Member;;Independent Director;Yes;Ambassador Susan Schwab joined this role in 08 May 2015;19706;Yes;104877;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Executive;Larry Kellner;Member;;Lead Independent Director;Yes;Larry Kellner joined this role in 28 Apr 2006;19706;Yes;182099;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Larry Kellner;Chairman;Chairman/CEO(1);Lead Independent Director;Yes;Larry Kellner joined this role in 30 Apr 2004;19706;Yes;182099;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Larry Kellner;Chairman;Independent Chairman(3);Lead Independent Director;Yes;Larry Kellner joined this role in 30 Apr 2004;19706;Yes;182099;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Audit;Fritz Henderson;Chairman / Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Fritz Henderson joined this role in 09 May 2014;19706;Yes;447703;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Fritz Henderson;Member;Chairman (Executive)(1);Independent Director;Yes;Fritz Henderson joined this role in 04 May 2018;19706;Yes;447703;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Fritz Henderson;Member;Chairman(1);Independent Director;Yes;Fritz Henderson joined this role in 04 May 2018;19706;Yes;447703;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Fritz Henderson;Member;Chairman/CEO(6);Independent Director;Yes;Fritz Henderson joined this role in 04 May 2018;19706;Yes;447703;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Fritz Henderson;Member;Chairman/President/CEO(3);Independent Director;Yes;Fritz Henderson joined this role in 04 May 2018;19706;Yes;447703;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Fritz Henderson;Member;President/CEO(3);Independent Director;Yes;Fritz Henderson joined this role in 04 May 2018;19706;Yes;447703;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Nominating and Corporate Governance;Fritz Henderson;Member;Vice Chairman/CFO(1);Independent Director;Yes;Fritz Henderson joined this role in 04 May 2018;19706;Yes;447703;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Audit;Meg McCarthy;Member;;Independent Director;Yes;Meg McCarthy joined this role in 19 Mar 2019;19706;Yes;453067;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Excellence;Debbie Harrison;Member;;Global Officer;Yes;Debbie Harrison joined this role in 08 May 2015;19706;No;549060;MAR
MARRIOTT INTERNATIONAL INC;01/12/2019;Excellence;Debbie Harrison;Member;;Director - SD;Yes;Debbie Harrison joined this role in 08 May 2015;19706;Yes;549060;MAR
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Compensation;Professor Doctor Óscar Fanjul Martín;Member;;Independent Director;Yes;Professor Doctor Óscar Fanjul Martín joined this role in 15 May 2003;19713;Yes;9490;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Executive;Professor Doctor Óscar Fanjul Martín;Member;;Independent Director;Yes;Professor Doctor Óscar Fanjul Martín joined this role in 19 May 2011;19713;Yes;9490;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Finance;Professor Doctor Óscar Fanjul Martín;Chairman;;Independent Director;Yes;Professor Doctor Óscar Fanjul Martín joined this role in 19 May 2011;19713;Yes;9490;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Executive;Steve Mills;Member;;Independent Director;Yes;Steve Mills joined this role in 19 May 2016;19713;Yes;32606;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Compensation;Steve Mills;Chairman;;Independent Director;Yes;Steve Mills joined this role in 19 May 2016;19713;Yes;32606;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Directors and Governance;Steve Mills;Member;;Independent Director;Yes;Steve Mills joined this role in 18 May 2011;19713;Yes;32606;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Audit;Marc Oken;Financial Expert;CFO(2);Independent Director;Yes;Marc Oken departed in 16 May 2019;19713;Yes;33202;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Finance;Marc Oken;Member;;Independent Director;Yes;Marc Oken joined this role in May 2007;19713;Yes;33202;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Environmental Sustainability and Governance;Marc Oken;Member;;Independent Director;Yes;Marc Oken joined this role in 2019;19713;Yes;33202;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Finance;Debby Hopkins;Member;;Independent Director;Yes;Debby Hopkins joined this role in 16 May 2019;19713;Yes;34133;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Compensation;Debby Hopkins;Member;;Independent Director;Yes;Debby Hopkins joined this role in 18 May 2017;19713;Yes;34133;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Corporate Responsibility;Debby Hopkins;Member;;Independent Director;Yes;Debby Hopkins departed in 2019;19713;Yes;34133;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Directors and Governance;Debby Hopkins;Member;;Independent Director;Yes;Debby Hopkins joined this role in 18 May 2017;19713;Yes;34133;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Executive;Professor Doctor Morty Schapiro;Member;;Independent Director;Yes;Professor Doctor Morty Schapiro joined this role in 19 May 2011;19713;Yes;35392;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Compensation;Professor Doctor Morty Schapiro;Member;;Independent Director;Yes;Professor Doctor Morty Schapiro joined this role in 20 May 2004;19713;Yes;35392;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Corporate Responsibility;Professor Doctor Morty Schapiro;Member;;Independent Director;Yes;Professor Doctor Morty Schapiro departed in 2019;19713;Yes;35392;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Directors and Governance;Professor Doctor Morty Schapiro;Chairman;;Independent Director;Yes;Professor Doctor Morty Schapiro joined this role in 19 May 2011;19713;Yes;35392;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Environmental Sustainability and Governance;Professor Doctor Morty Schapiro;Member;;Independent Director;Yes;Professor Doctor Morty Schapiro joined this role in 2019;19713;Yes;35392;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Audit;Bruce Nolop;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Bruce Nolop joined this role in 18 May 2017;19713;Yes;49251;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Audit;Bruce Nolop;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Bruce Nolop joined this role in 18 May 2017;19713;Yes;49251;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Executive;Bruce Nolop;Member;;Independent Director;Yes;Bruce Nolop joined this role in 18 May 2017;19713;Yes;49251;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Finance;Bruce Nolop;Member;;Independent Director;Yes;Bruce Nolop joined this role in 20 Mar 2008;19713;Yes;49251;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Finance;Dave Yost;Member;;Independent Director;Yes;Dave Yost joined this role in 16 May 2019;19713;Yes;50521;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Compensation;Dave Yost;Member;;Independent Director;Yes;Dave Yost joined this role in 18 Jan 2012;19713;Yes;50521;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Corporate Responsibility;Dave Yost;Chairman;;Independent Director;Yes;Dave Yost departed in 2019;19713;Yes;50521;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Directors and Governance;Dave Yost;Member;;Independent Director;Yes;Dave Yost joined this role in 16 May 2019;19713;Yes;50521;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Executive;Ed Hanway;Chairman;;Independent Chairman;Yes;Ed Hanway joined this role in 19 May 2016;19713;Yes;51762;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Finance;Ed Hanway;Member;;Independent Chairman;Yes;Ed Hanway joined this role in 19 May 2011;19713;Yes;51762;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Compensation;Ed Hanway;Member;;Independent Chairman;Yes;Ed Hanway joined this role in 19 May 2016;19713;Yes;51762;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Directors and Governance;Ed Hanway;Member;;Independent Chairman;Yes;Ed Hanway joined this role in 19 May 2016;19713;Yes;51762;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Audit;Tamara Ingram;Member;;Independent Director;Yes;Tamara Ingram joined this role in 19 Jul 2019;19713;Yes;326809;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Corporate Responsibility;Tamara Ingram;Member;;Independent Director;Yes;Tamara Ingram departed in 2019;19713;Yes;326809;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Environmental Sustainability and Governance;Tamara Ingram;Member;;Independent Director;Yes;Tamara Ingram joined this role in 2019;19713;Yes;326809;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Audit;Lloyd Yates;Financial Expert;;Independent Director;Yes;Lloyd Yates joined this role in 18 May 2011;19713;Yes;486687;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Corporate Responsibility;Lloyd Yates;Chairman;;Independent Director;Yes;Lloyd Yates departed in 2019;19713;Yes;486687;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Environmental Sustainability and Governance;Lloyd Yates;Chairman;;Independent Director;Yes;Lloyd Yates joined this role in 2019;19713;Yes;486687;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Executive;Dan Glaser;Member;;President/CEO;Yes;Dan Glaser joined this role in 01 Jan 2013;19713;No;592845;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Finance;Dan Glaser;Member;;President/CEO;Yes;Dan Glaser joined this role in 01 Jan 2013;19713;No;592845;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Audit;Marie-Elaine La Roche;Member;;Independent Director;Yes;Marie-Elaine La Roche died on 25 Aug 2019;19713;Yes;644240;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Finance;Marie-Elaine La Roche;Member;;Independent Director;Yes;Marie-Elaine La Roche died on 25 Aug 2019;19713;Yes;644240;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Corporate Responsibility;Marie-Elaine La Roche;Member;;Independent Director;Yes;Marie-Elaine La Roche died on 28 Dec 2019;19713;Yes;644240;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Audit;Tony Anderson;Financial Expert;;Independent Director;Yes;Tony Anderson joined this role in 21 Sep 2016;19713;Yes;994959;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Corporate Responsibility;Tony Anderson;Member;;Independent Director;Yes;Tony Anderson departed in 2019;19713;Yes;994959;MMC
MARSH & MCLENNAN COMPANIES INC;01/12/2019;Environmental Sustainability and Governance;Tony Anderson;Member;;Independent Director;Yes;Tony Anderson joined this role in 2019;19713;Yes;994959;MMC
MASCO CORP;01/12/2019;Organisation and Compensation;John Losh;Member;;Independent Chairman;Yes;John Losh joined this role in 09 May 2006;19758;Yes;24848;MAS
MASCO CORP;01/12/2019;Corporate Governance and Nominating;John Losh;Chairman;Chairman(1);Independent Chairman;Yes;John Losh joined this role in 04 May 2015;19758;Yes;24848;MAS
MASCO CORP;01/12/2019;Corporate Governance and Nominating;John Losh;Chairman;Independent Chairman(2);Independent Chairman;Yes;John Losh joined this role in 04 May 2015;19758;Yes;24848;MAS
MASCO CORP;01/12/2019;Audit;Lisa Payne;Chairman / Financial Expert;Vice Chairman/CFO(2);Independent Director;Yes;Lisa Payne joined this role in May 2015;19758;Yes;183221;MAS
MASCO CORP;01/12/2019;Organisation and Compensation;Lisa Payne;Member;;Independent Director;Yes;Lisa Payne joined this role in 10 May 2011;19758;Yes;183221;MAS
MASCO CORP;01/12/2019;Audit;Reginald Turner Jr;Member;;Independent Director;Yes;Reginald Turner Jr joined this role in 01 Mar 2015;19758;Yes;310430;MAS
MASCO CORP;01/12/2019;Corporate Governance and Nominating;Reginald Turner Jr;Member;;Independent Director;Yes;Reginald Turner Jr joined this role in 01 Mar 2015;19758;Yes;310430;MAS
MASCO CORP;01/12/2019;Audit;Don Parfet;Financial Expert;;Independent Director;Yes;Don Parfet joined this role in 04 Dec 2012;19758;Yes;320306;MAS
MASCO CORP;01/12/2019;Organisation and Compensation;Don Parfet;Chairman;;Independent Director;Yes;Don Parfet joined this role in 04 May 2015;19758;Yes;320306;MAS
MASCO CORP;01/12/2019;Audit;John Plant;Financial Expert;;Independent Director;Yes;John Plant joined this role in 08 May 2012;19758;Yes;335115;MAS
MASCO CORP;01/12/2019;Corporate Governance and Nominating;John Plant;Member;CEO(2);Independent Director;Yes;John Plant joined this role in 08 May 2012;19758;Yes;335115;MAS
MASCO CORP;01/12/2019;Corporate Governance and Nominating;John Plant;Member;Chairman/CEO(1);Independent Director;Yes;John Plant joined this role in 08 May 2012;19758;Yes;335115;MAS
MASCO CORP;01/12/2019;Corporate Governance and Nominating;John Plant;Member;Chairman/President/CEO(1);Independent Director;Yes;John Plant joined this role in 08 May 2012;19758;Yes;335115;MAS
MASCO CORP;01/12/2019;Corporate Governance and Nominating;John Plant;Member;Independent Chairman(1);Independent Director;Yes;John Plant joined this role in 08 May 2012;19758;Yes;335115;MAS
MASCO CORP;01/12/2019;Corporate Governance and Nominating;John Plant;Member;President/CEO(3);Independent Director;Yes;John Plant joined this role in 08 May 2012;19758;Yes;335115;MAS
MASCO CORP;01/12/2019;Audit;Mark Alexander;Financial Expert;;Independent Director;Yes;Mark Alexander joined this role in 21 Oct 2014;19758;Yes;751983;MAS
MASCO CORP;01/12/2019;Corporate Governance and Nominating;Mark Alexander;Member;CEO(1);Independent Director;Yes;Mark Alexander joined this role in 21 Oct 2014;19758;Yes;751983;MAS
MASCO CORP;01/12/2019;Audit;Chris O'Herlihy;Financial Expert;;Independent Director;Yes;Chris O'Herlihy joined this role in 17 Dec 2013;19758;Yes;1091650;MAS
MASCO CORP;01/12/2019;Organisation and Compensation;Chris O'Herlihy;Member;;Independent Director;Yes;Chris O'Herlihy joined this role in 09 May 2016;19758;Yes;1091650;MAS
MASCO CORP;01/12/2019;Audit;Marie Ffolkes;Financial Expert;;Independent Director;Yes;Marie Ffolkes joined this role in 01 Sep 2017;19758;Yes;1117467;MAS
MASCO CORP;01/12/2019;Organisation and Compensation;Marie Ffolkes;Member;;Independent Director;Yes;Marie Ffolkes joined this role in 11 May 2018;19758;Yes;1117467;MAS
